genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var	p.value_Cox_OS	Type_Cox_OS	p.value_Cox_DSS	Type_Cox_DSS	p.value_Cox_DFI	Type_Cox_DFI	p.value_Cox_PFI	Type_Cox_PFI
ASAH1	STAD	0.157795169961543	0.00166628896838763	2.77824968090422	Overexpression	****	1e-57	57	Gene expression	TMB	0.324	NS	0.684	NS	0.519	NS	0.776	NS
ASAH1	TGCT	-0.400143971882452	0.0420543044745802	1.37618954531476	Overexpression	****	1e-24	24	Gene expression	Stemness	0.228	NS	0.388	NS	0.388	NS	0.623	NS
ASAH1	THYM	-0.777923561428851	2.92836784008129e-09	8.53337437130089	Underexpression	****	2e-12	11.698970004336	Gene expression	Stemness	0.261	NS	0.581	NS			0.61	NS
ASAH2	BLCA	0.218761496229838	0.000166526550452685	3.77851651413463	Unchanged	ns	0.77	0.113509274827518	Gene expression	Stemness	0.521	NS	0.639	NS	0.998	NS	0.957	NS
ASAH2	KICH	-0.452762683200906	1.18141674425065e-06	5.92759687816748	Underexpression	****	1.3e-05	4.88605664769316	Gene expression	Stemness	0.184	NS	0.214	NS	0.335	NS	0.116	NS
ASAH2	KIRP	-0.226593929181103	2.39348873268256e-09	8.62096861261291	Unchanged	ns	0.5	0.301029995663981	Gene expression	Stemness	0.763	NS	0.218	NS	0.66	NS	0.231	NS
ASAH2	LGG	0.422690335231272	0.000235012933506651	3.62890823646865	Overexpression	****	1.1e-65	64.9586073148418	Gene expression	Stemness	0.134	NS	0.234	NS	0.306	NS	0.0691	NS
ASAH2	LUAD	0.332567075959671	0.00129656130908683	2.88720694239747	Overexpression	****	5.6e-31	30.2518119729938	Gene expression	Stemness	0.666	NS	0.852	NS	0.711	NS	0.681	NS
ASAH2	LUSC	0.235377340582456	1.78082967629606e-22	21.7493776157316	Overexpression	****	7.7e-14	13.1135092748275	Gene expression	Stemness	0.0667	NS	0.00153	Risky	0.00847	Risky	0.000671	Risky
ASAH2	MESO	-0.327624671295158	0.0468146263432558	1.3296184386404	""	""			Gene expression	Stemness	0.638	NS	0.928	NS	0.158	NS	0.662	NS
ASAH2	PCPG	0.272928531126931	1.40826278803332e-14	13.8513162963702	Unchanged	ns	0.7	0.154901959985743	Gene expression	Stemness	0.848	NS	0.365	NS	0.409	NS	0.457	NS
ASAH2	THCA	-0.136226933350313	0.0289595282486998	1.53820851708315	Underexpression	****	4.1e-06	5.38721614328026	Gene expression	Stemness	8.64e-05	Risky	0.00119	Risky	0.237	NS	0.00185	Risky
ASAH2	THYM	-0.548022135107766	0.00462767860583956	2.33463681060128	Overexpression	****	3e-12	11.5228787452803	Gene expression	Stemness	0.784	NS	0.177	NS			0.35	NS
ASH1L	BRCA	-0.128289503151781	0.000564365652826172	3.24843942518341	Unchanged	ns	0.4	0.397940008672038	Gene expression	Stemness	0.255	NS	0.566	NS	0.218	NS	0.873	NS
ASH1L	COAD	-0.309243278208273	2.62947273425913e-05	4.58013132814856	Underexpression	****	6.7e-28	27.1739251972992	Gene expression	Stemness	0.861	NS	0.888	NS	0.907	NS	0.757	NS
ASH1L	KICH	-0.5129120626058	0.00149448215037974	2.82550926766911	Underexpression	****	6.6e-06	5.18045606445813	Gene expression	Stemness	0.0513	NS	0.0404	Risky	0.44	NS	0.0767	NS
ASH1L	KIRC	-0.175416842648893	0.0225120152290748	1.64758562611487	Underexpression	*	0.025	1.60205999132796	Gene expression	Stemness	0.00101	Protective	4.57e-05	Protective	0.329	NS	0.000774	Protective
ASH1L	KIRP	-0.272460529575714	5.9273944619207e-11	10.2271361699543	Underexpression	**	0.0016	2.79588001734407	Gene expression	Stemness	0.325	NS	0.651	NS	0.152	NS	0.803	NS
ASH1L	LGG	0.175301934393703	0.000273438603302354	3.56314017295142	Overexpression	****	2.6e-54	53.5850266520292	Gene expression	Stemness	0.538	NS	0.765	NS	0.694	NS	0.53	NS
ASH1L	PCPG	0.227679521028565	5.15416832280378e-07	6.28784140253498	Unchanged	ns	0.3	0.522878745280338	Gene expression	Stemness	0.352	NS	0.455	NS	0.817	NS	0.829	NS
ASH1L	READ	-0.329070933306551	0.000794559178197111	3.0998737513108	Underexpression	****	2e-11	10.698970004336	Gene expression	Stemness	0.215	NS	0.549	NS	0.676	NS	0.182	NS
ASH1L	SKCM	0.333211550277781	0.00918676513863233	2.03683738630242	Underexpression	****	9.8e-58	57.0087739243075	Gene expression	MSI	0.484	NS	0.67	NS			0.323	NS
ASH1L	THCA	-0.154960491968437	0.00537186106654708	2.26987522809793	Underexpression	****	1.1e-61	60.9586073148418	Gene expression	Stemness	0.307	NS	0.783	NS	0.668	NS	0.772	NS
ASH1L	THYM	-0.585229236369332	0.0432820092338933	1.3636925866506	Overexpression	****	8e-08	7.09691001300806	Gene expression	Stemness	0.449	NS	0.276	NS			0.828	NS
ASH1L	UCEC	-0.290128716849733	8.55690679936612e-06	5.06768319825979	Underexpression	****	2.6e-29	28.5850266520292	Gene expression	Stemness	0.715	NS	0.755	NS	0.999	NS	0.993	NS
ASL	ACC	0.397729365517079	0.00822637691130318	2.08479139612162	Unchanged	ns	0.076	1.11918640771921	Gene expression	Stemness	0.0107	Risky	0.0086	Risky	0.648	NS	0.00166	Risky
ASL	BRCA	-0.158179158798433	0.00468479955444658	2.32930898626181	Unchanged	ns	0.48	0.318758762624413	Gene expression	Stemness	0.491	NS	0.413	NS	0.522	NS	0.584	NS
ASL	COAD	-0.236477376642434	0.00325343048661182	2.48765846804598	Overexpression	****	2.6e-19	18.5850266520292	Gene expression	TMB	0.722	NS	0.958	NS	0.76	NS	0.685	NS
ASL	GBM	-0.314658782422301	3.00197853686352e-07	6.52259241714107	Overexpression	****	6.5e-75	74.1870866433571	Gene expression	Stemness	0.0052	Risky	0.00208	Risky			0.00946	Risky
ASL	KICH	-0.585688384182325	1.20377520333377e-14	13.9194546069875	Underexpression	****	6.3e-11	10.2006594505464	Gene expression	Stemness	0.174	NS	0.114	NS	0.475	NS	0.512	NS
ASL	LAML	-0.271616192989311	2.35574255661821e-05	4.62787217243722	Underexpression	****	4.5e-29	28.3467874862247	Gene expression	Stemness	0.114	NS						
ASL	LGG	-0.272312112497069	1.23279442702548e-06	5.90910933755825	Overexpression	****	4.6e-42	41.3372421683184	Gene expression	Stemness	2.89e-12	Risky	2.58e-10	Risky	0.743	NS	1.64e-10	Risky
ASL	LUSC	-0.309418646245522	0.000702610565252384	3.15328532394862	Underexpression	****	1e-52	52	Gene expression	Stemness	0.0124	Risky	0.00342	Risky	0.924	NS	0.00897	Risky
ASL	PAAD	0.288725964220318	8.39924047800555e-06	5.0757599843101	Overexpression	****	4.1e-46	45.3872161432803	Gene expression	Stemness	0.351	NS	0.281	NS	0.525	NS	0.377	NS
ASL	PRAD	0.242558221544724	4.95100226874745e-08	7.30530687465735	Overexpression	****	2.7e-06	5.56863623584101	Gene expression	Stemness	0.482	NS	0.696	NS	0.194	NS	0.146	NS
ASL	READ	-0.362057031845182	0.0265786835668418	1.5754665333186	Overexpression	****	5.7e-12	11.2441251443275	Gene expression	TMB	0.373	NS	0.887	NS	0.248	NS	0.314	NS
ASL	STAD	0.378109207072401	0.00822637691130318	2.08479139612162	Overexpression	****	2.4e-07	6.61978875828839	Gene expression	Stemness	0.66	NS	0.835	NS	0.485	NS	0.838	NS
ASL	TGCT	-0.399057988116237	8.08003072397448e-09	8.09258698783591	Overexpression	****	7.9e-12	11.1023729087096	Gene expression	Stemness	0.586	NS	0.957	NS	0.0245	Risky	0.164	NS
ASL	THYM	-0.458915826122229	3.23135228977347e-06	5.49061569157559	Unchanged	ns	0.22	0.657577319177794	Gene expression	Stemness	0.0868	NS	0.336	NS			0.979	NS
ASL	UCEC	0.337743033976322	9.21610663561697e-12	11.0354525088566	Overexpression	***	0.00074	3.13076828026902	Gene expression	Stemness	0.32	NS	0.253	NS	0.438	NS	0.544	NS
ASMT	BRCA	-0.209371377194156	0.0421361855948778	1.37534478173398	Underexpression	****	1.4e-33	32.8538719643218	Gene expression	Stemness	0.503	NS	0.289	NS	0.0129	Protective	0.0305	Protective
ASMT	KIRC	-0.131861952625528	0.000955241002163882	3.01988704443147	Overexpression	**	0.0021	2.67778070526608	Gene expression	Stemness	0.375	NS	0.579	NS	0.556	NS	0.506	NS
ASMT	KIRP	-0.232142129282851	7.19140056783162e-06	5.14318651995843	Underexpression	**	0.0024	2.61978875828839	Gene expression	Stemness	0.0482	Risky	0.13	NS	0.0694	NS	0.0275	Risky
ASMT	LGG	-0.139406086212747	1.09673952744847e-11	10.9598965038964	Underexpression	****	3.8e-35	34.4202164033832	Gene expression	Stemness	0.841	NS	0.829	NS	0.829	NS	0.565	NS
ASMT	SKCM	-0.35368534811527	0.00371410512662192	2.43014580784835	Underexpression	****	3.5e-38	37.4559319556497	Gene expression	MSI	0.000172	Protective	0.000646	Protective			0.0409	Protective
ASMT	THCA	-0.215544939131332	0.0421361855948778	1.37534478173398	Underexpression	****	5.1e-73	72.2924298239021	Gene expression	Stemness	0.811	NS	0.369	NS	0.826	NS	0.298	NS
ASMTL	BLCA	-0.278679566240996	1.67022684373858e-07	6.77722454065271	Underexpression	****	3.7e-08	7.43179827593301	Gene expression	Stemness	0.502	NS	0.678	NS	0.402	NS	0.979	NS
ASMTL	BRCA	-0.114995567512046	0.00608630167725962	2.21564652494498	Underexpression	****	1.5e-10	9.82390874094432	Gene expression	MSI	0.846	NS	0.727	NS	0.0905	NS	0.601	NS
ASMTL	BRCA	-0.38147692284976	0.000109094693556665	3.96219637328981	Underexpression	****	1.5e-10	9.82390874094432	Gene expression	Stemness	0.846	NS	0.727	NS	0.0905	NS	0.601	NS
ASMTL	CESC	0.174362069247242	0.0455385380572648	1.34162091583449	Underexpression	****	1.6e-05	4.79588001734407	Gene expression	MSI	0.00525	Protective	0.0427	Protective	0.21	NS	0.26	NS
ASMTL	KICH	-0.677760190619283	0.000468927608287457	3.32889419725917	Underexpression	****	1.2e-07	6.92081875395237	Gene expression	Stemness	0.826	NS	0.309	NS	0.935	NS	0.465	NS
ASMTL	KIRC	-0.157348527725129	0.0193171617706527	1.7140566831945	Underexpression	*	0.034	1.46852108295774	Gene expression	MSI	0.000123	Protective	0.000315	Protective	0.35	NS	0.156	NS
ASMTL	KIRC	-0.399998898454381	4.29159911755465e-06	5.36738085268119	Underexpression	*	0.034	1.46852108295774	Gene expression	Stemness	0.000123	Protective	0.000315	Protective	0.35	NS	0.156	NS
ASMTL	KIRP	-0.210809875707237	0.0271756306935737	1.56582036799381	Underexpression	****	7.4e-09	8.13076828026902	Gene expression	Stemness	0.456	NS	0.0851	NS	0.102	NS	0.142	NS
ASMTL	LIHC	-0.147530563416315	7.95343884939349e-41	40.0994450536831	Overexpression	****	3.3e-13	12.4814860601221	Gene expression	Stemness	0.192	NS	0.101	NS	0.43	NS	0.357	NS
ASMTL	LUAD	-0.335057882278157	8.97333078706607e-12	11.0470463224029	Underexpression	****	2.4e-32	31.6197887582884	Gene expression	Stemness	0.879	NS	0.908	NS	0.89	NS	0.898	NS
ASMTL	LUSC	-0.190476057021501	2.42084831839762e-22	21.6160324210277	Underexpression	****	1.5e-37	36.8239087409443	Gene expression	Stemness	0.609	NS	0.743	NS	0.76	NS	0.629	NS
ASMTL	PAAD	-0.353025519884255	0.0281752410756656	1.55013235931439	Overexpression	****	2.8e-40	39.5528419686578	Gene expression	Stemness	0.0725	NS	0.123	NS	0.264	NS	0.0126	Protective
ASMTL	PRAD	-0.181733807565302	0.00351878657910683	2.45360707312701	Overexpression	****	1.1e-07	6.95860731484177	Gene expression	Stemness	0.898	NS	0.675	NS	0.561	NS	0.21	NS
ASMTL	READ	-0.318183487189705	5.12029040784245e-06	5.29070540641738	Underexpression	****	1.1e-05	4.95860731484177	Gene expression	Stemness	0.66	NS	0.82	NS	0.432	NS	0.739	NS
ASMTL	SKCM	-0.238915838474995	0.0410919335772744	1.38624342256915	Underexpression	****	2.7e-39	38.568636235841	Gene expression	Stemness	0.418	NS	0.399	NS			0.383	NS
ASMTL	STAD	-0.256159750367095	0.0424356987904944	1.37226864188236	Underexpression	****	3.8e-10	9.42021640338319	Gene expression	Stemness	0.405	NS	0.267	NS	0.365	NS	0.471	NS
ASMTL	TGCT	-0.257805520522104	7.99006935732889e-15	14.0974494508018	Overexpression	****	7.9e-07	6.10237290870956	Gene expression	Stemness	0.842	NS	0.872	NS	0.524	NS	0.523	NS
ASMTL	THCA	-0.216544120792855	1.81079191469601e-06	5.74213145332564	Unchanged	ns	0.89	0.0506099933550872	Gene expression	Stemness	0.884	NS	0.913	NS	0.215	NS	0.624	NS
ASMTL	THYM	-0.327210702442998	0.00984784960952733	2.00665859231183	Overexpression	****	5.8e-35	34.2365720064371	Gene expression	TMB	0.0103	Protective	0.00424	Protective			0.0243	Protective
ASMTL	UCEC	-0.215127322824627	0.000232985824076453	3.63267050263348	Underexpression	****	1.2e-28	27.9208187539524	Gene expression	Stemness	0.238	NS	0.181	NS	0.502	NS	0.418	NS
ASMTL	UVM	-0.339029278843801	0.0410919335772744	1.38624342256915	""	""			Gene expression	Stemness	0.0485	Protective	0.0816	NS			0.294	NS
ASNS	ACC	0.423301662596136	8.09129495779546e-05	4.09198196688973	Overexpression	**	0.0065	2.18708664335714	Gene expression	MSI	0.113	NS	0.0741	NS	0.0301	Risky	0.00178	Risky
ASNS	ACC	0.369240433447055	0.00016143431410939	3.79200414715773	Overexpression	**	0.0065	2.18708664335714	Gene expression	TMB	0.113	NS	0.0741	NS	0.0301	Risky	0.00178	Risky
ASNS	BLCA	0.246257188958056	6.31933820634803e-06	5.19932840089173	Overexpression	*	0.014	1.85387196432176	Gene expression	Stemness	0.578	NS	0.514	NS	0.573	NS	0.22	NS
ASNS	BRCA	0.471870975917609	3.59065774159842e-46	45.4448259894769	Overexpression	****	9.4e-05	4.0268721464003	Gene expression	Stemness	0.0999	NS	0.0362	Risky	0.0107	Risky	0.0241	Risky
ASNS	BRCA	0.1121216784255	2.13135066613065e-05	4.6713450909537	Overexpression	****	9.4e-05	4.0268721464003	Gene expression	MSI	0.0999	NS	0.0362	Risky	0.0107	Risky	0.0241	Risky
ASNS	CESC	0.238225133476547	0.000618439012598826	3.20870312190024	Unchanged	ns	0.83	0.0809219076239261	Gene expression	Stemness	0.956	NS	0.579	NS	0.121	NS	0.612	NS
ASNS	COAD	0.4141836403984	1.6113405037251e-66	65.7928126760531	Overexpression	****	8.7e-29	28.0604807473814	Gene expression	Stemness	0.339	NS	0.191	NS	0.312	NS	0.32	NS
ASNS	DLBC	0.439038302655056	4.96363793490577e-08	7.30419990497494	Overexpression	****	5.6e-10	9.2518119729938	Gene expression	Stemness	0.644	NS	0.315	NS	0.297	NS	0.502	NS
ASNS	ESCA	0.367425676924486	3.09810010029023e-65	64.5089045542006	Overexpression	****	7.9e-06	5.10237290870956	Gene expression	Stemness	0.604	NS	0.888	NS	0.641	NS	0.451	NS
ASNS	GBM	0.343660306091846	0.00170528101430924	2.76820404311869	Unchanged	ns	0.27	0.568636235841013	Gene expression	Stemness	0.891	NS	0.714	NS			0.382	NS
ASNS	HNSC	0.272567545590889	3.15634264721827e-06	5.5008158566291	Overexpression	****	2.9e-15	14.537602002101	Gene expression	Stemness	0.00687	Risky	0.0212	Risky	0.625	NS	0.0523	NS
ASNS	KICH	0.430884556634731	0.0164613669896479	1.78353410281694	Overexpression	****	1.8e-05	4.74472749489669	Gene expression	Stemness	0.0138	Risky	0.0141	Risky	0.0821	NS	0.000473	Risky
ASNS	LGG	0.231376717978421	0.00047429799462839	3.32394871157766	Underexpression	****	5.4e-09	8.26760624017703	Gene expression	Stemness	0.000745	Risky	0.00322	Risky	0.307	NS	0.00463	Risky
ASNS	LUAD	0.131119189665352	0.00250429925456661	2.60131377576452	Underexpression	****	5e-05	4.30102999566398	Gene expression	MSI	0.236	NS	0.571	NS	0.724	NS	0.697	NS
ASNS	LUAD	0.55813589366642	3.1172133078965e-13	12.5062334783543	Underexpression	****	5e-05	4.30102999566398	Gene expression	Stemness	0.236	NS	0.571	NS	0.724	NS	0.697	NS
ASNS	LUAD	0.181671542597701	0.031903895910712	1.49615628029037	Underexpression	****	5e-05	4.30102999566398	Gene expression	TMB	0.236	NS	0.571	NS	0.724	NS	0.697	NS
ASNS	LUSC	0.660743461199936	0.0242411105165089	1.61544748846019	Overexpression	****	2.7e-13	12.568636235841	Gene expression	Stemness	0.199	NS	0.635	NS	0.39	NS	0.722	NS
ASNS	LUSC	0.234005405128827	0.0431564373229759	1.36495441465723	Overexpression	****	2.7e-13	12.568636235841	Gene expression	MSI	0.199	NS	0.635	NS	0.39	NS	0.722	NS
ASNS	OV	0.220778180283444	0.00994757697877364	2.00228269140477	Underexpression	**	0.0015	2.82390874094432	Gene expression	Stemness	0.227	NS	0.383	NS	0.565	NS	0.502	NS
ASNS	PAAD	0.253501883295699	0.016487025614	1.78285768734769	Unchanged	ns	0.11	0.958607314841775	Gene expression	Stemness	0.0944	NS	0.275	NS	0.0419	Protective	0.0646	NS
ASNS	PAAD	0.344426633049107	0.00715623384886341	2.14531547615223	Unchanged	ns	0.11	0.958607314841775	Gene expression	MSI	0.0944	NS	0.275	NS	0.0419	Protective	0.0646	NS
ASNS	PCPG	0.235854214173282	4.04935202532867e-06	5.39261446674549	Overexpression	**	0.0033	2.48148606012211	Gene expression	Stemness	0.448	NS	0.14	NS	0.303	NS	0.238	NS
ASNS	PRAD	0.196608383881654	8.90836359294392e-05	4.05020206564039	Underexpression	**	0.0028	2.55284196865778	Gene expression	MSI	0.00166	Risky	0.000484	Risky	0.00858	Risky	0.000104	Risky
ASNS	PRAD	0.41595210237546	8.93953136862115e-05	4.04868524735133	Underexpression	**	0.0028	2.55284196865778	Gene expression	Stemness	0.00166	Risky	0.000484	Risky	0.00858	Risky	0.000104	Risky
ASNS	READ	0.404356610683831	8.7469107471356e-07	6.05814530496248	Overexpression	****	2.4e-14	13.6197887582884	Gene expression	Stemness	0.0546	NS	0.655	NS	0.609	NS	0.517	NS
ASNS	SARC	0.210185914310453	2.05868345391536e-10	9.68641042598343	Unchanged	ns	0.3	0.522878745280338	Gene expression	Stemness	0.0305	Risky	0.134	NS	0.629	NS	0.947	NS
ASNS	STAD	0.261149826146464	1.56864491786712e-09	8.80447535320293	Underexpression	***	9e-04	3.04575749056068	Gene expression	Stemness	0.571	NS	0.422	NS	0.938	NS	0.603	NS
ASNS	STAD	0.155319017650912	0.00123988751393596	2.90661771346102	Underexpression	***	9e-04	3.04575749056068	Gene expression	TMB	0.571	NS	0.422	NS	0.938	NS	0.603	NS
ASNS	TGCT	0.517568061617393	0.00047429799462839	3.32394871157766	Underexpression	****	2.2e-09	8.65757731917779	Gene expression	Stemness	0.782	NS	0.755	NS	0.886	NS	0.645	NS
ASNS	THCA	0.219253409840662	1.18146831974e-22	21.9275779191832	Underexpression	****	2e-65	64.698970004336	Gene expression	Stemness	0.351	NS	0.296	NS	0.914	NS	0.593	NS
ASNS	THYM	0.406648350456356	0.0488705725657681	1.3109525727644	Overexpression	****	2.9e-13	12.537602002101	Gene expression	TMB	0.00102	Risky	0.00887	Risky			0.264	NS
ASNS	UCEC	0.407589501145644	2.21558635854259e-06	5.65451131748632	Overexpression	*	0.019	1.72124639904717	Gene expression	Stemness	0.375	NS	0.406	NS	0.205	NS	0.396	NS
ASPA	BLCA	-0.466520943727405	8.8658452372938e-23	22.0522798540401	Underexpression	****	2.1e-16	15.6777807052661	Gene expression	Stemness	0.579	NS	0.988	NS	0.836	NS	0.676	NS
ASPA	BLCA	-0.147717714978472	0.0189653890984385	1.72203824278079	Underexpression	****	2.1e-16	15.6777807052661	Gene expression	MSI	0.579	NS	0.988	NS	0.836	NS	0.676	NS
ASPA	BRCA	-0.102446151082675	0.0273759970194121	1.5626300550872	Underexpression	****	7.2e-128	127.142667503569	Gene expression	MSI	0.45	NS	0.816	NS	0.279	NS	0.727	NS
ASPA	BRCA	-0.620253558267553	0.0372934465554707	1.42836747850905	Underexpression	****	7.2e-128	127.142667503569	Gene expression	Stemness	0.45	NS	0.816	NS	0.279	NS	0.727	NS
ASPA	CESC	-0.294247959883316	1.60684164031101e-11	10.7940269223206	Underexpression	****	2.7e-09	8.56863623584101	Gene expression	Stemness	0.746	NS	0.794	NS	0.511	NS	0.927	NS
ASPA	COAD	-0.571725055228749	1.51041936315559e-10	9.82090245547601	Underexpression	****	6.1e-97	96.2146701649892	Gene expression	Stemness	0.748	NS	0.364	NS	0.221	NS	0.52	NS
ASPA	ESCA	-0.503973647513007	2.13590882586304e-125	124.670417289691	Underexpression	****	8.6e-72	71.0655015487564	Gene expression	Stemness	0.723	NS	0.816	NS	0.301	NS	0.627	NS
ASPA	HNSC	-0.140463687882067	0.00146184667826809	2.83509817476112	Underexpression	****	5.8e-21	20.2365720064371	Gene expression	MSI	0.443	NS	0.909	NS	0.0652	NS	0.813	NS
ASPA	HNSC	-0.352315229170625	2.00304092729531e-25	24.6983101768587	Underexpression	****	5.8e-21	20.2365720064371	Gene expression	Stemness	0.443	NS	0.909	NS	0.0652	NS	0.813	NS
ASPA	KICH	-0.666268103517181	6.77433594042436e-54	53.1691332704232	Underexpression	****	3.1e-16	15.5086383061657	Gene expression	Stemness	0.958	NS	0.888	NS	0.495	NS	0.879	NS
ASPA	KIRC	-0.227044920986531	8.44436056923376e-09	8.07343323084931	Unchanged	ns	0.053	1.27572413039921	Gene expression	Stemness	0.000275	Protective	4.91e-05	Protective	0.853	NS	0.00136	Protective
ASPA	KIRC	-0.27647574224804	0.042122945114506	1.37548127181077	Unchanged	ns	0.053	1.27572413039921	Gene expression	MSI	0.000275	Protective	4.91e-05	Protective	0.853	NS	0.00136	Protective
ASPA	KIRP	-0.230699179317934	0.0299538333622864	1.52354759058498	Underexpression	****	1.8e-05	4.74472749489669	Gene expression	MSI	0.00122	Protective	1.85e-05	Protective	0.223	NS	0.0124	Protective
ASPA	KIRP	-0.175710612602634	8.09716885201351e-07	6.09166680419262	Underexpression	****	1.8e-05	4.74472749489669	Gene expression	Stemness	0.00122	Protective	1.85e-05	Protective	0.223	NS	0.0124	Protective
ASPA	LAML	0.220769859980607	2.86117836646143e-06	5.54345506734141	Overexpression	****	9e-09	8.04575749056067	Gene expression	Stemness	0.847	NS						
ASPA	LGG	-0.137083419270359	3.10856009350246e-08	7.50744073259878	Unchanged	ns	0.28	0.552841968657781	Gene expression	MSI	0.45	NS	0.357	NS	0.461	NS	0.781	NS
ASPA	LIHC	-0.32695117302655	2.37378189116431e-06	5.6245591875783	Underexpression	****	1e-26	26	Gene expression	Stemness	0.0257	Protective	0.0521	NS	0.0669	NS	0.229	NS
ASPA	LUAD	-0.258428543118464	0.0483320835663533	1.31576448228994	Underexpression	****	1.2e-125	124.920818753952	Gene expression	MSI	0.0512	NS	0.0291	Protective	0.724	NS	0.297	NS
ASPA	LUAD	-0.594392130360433	1.01247461081255e-27	26.9946158585057	Underexpression	****	1.2e-125	124.920818753952	Gene expression	Stemness	0.0512	NS	0.0291	Protective	0.724	NS	0.297	NS
ASPA	LUAD	-0.197163654559665	0.00024741053224687	3.60658181643149	Underexpression	****	1.2e-125	124.920818753952	Gene expression	TMB	0.0512	NS	0.0291	Protective	0.724	NS	0.297	NS
ASPA	LUSC	-0.142755783571353	0.000733433449662941	3.13463928707685	Underexpression	****	4.4e-129	128.356547323514	Gene expression	MSI	0.0668	NS	0.633	NS	0.737	NS	0.606	NS
ASPA	LUSC	-0.62992646446135	2.97604909357086e-12	11.5263599088482	Underexpression	****	4.4e-129	128.356547323514	Gene expression	Stemness	0.0668	NS	0.633	NS	0.737	NS	0.606	NS
ASPA	OV	-0.376646029877921	3.28020101412478e-07	6.48409954145593	Underexpression	****	2.4e-48	47.6197887582884	Gene expression	Stemness	0.722	NS	0.828	NS	0.709	NS	0.681	NS
ASPA	PAAD	-0.466530688631657	1.12534998580653e-58	57.9487123902047	Overexpression	****	5e-11	10.301029995664	Gene expression	Stemness	0.457	NS	0.509	NS	0.533	NS	0.237	NS
ASPA	PAAD	-0.235440753123994	0.0198011120054814	1.70331041962314	Overexpression	****	5e-11	10.301029995664	Gene expression	MSI	0.457	NS	0.509	NS	0.533	NS	0.237	NS
ASPA	PCPG	-0.371723487371458	2.36406070854595e-16	15.6263413750632	Unchanged	ns	0.35	0.455931955649724	Gene expression	Stemness	0.765	NS	0.482	NS	0.973	NS	0.417	NS
ASPA	PCPG	-0.291920891241552	0.000267631743075518	3.57246237735805	Unchanged	ns	0.35	0.455931955649724	Gene expression	MSI	0.765	NS	0.482	NS	0.973	NS	0.417	NS
ASPA	PRAD	-0.147380202758581	0.00223294768532934	2.6511214516885	Underexpression	****	6e-57	56.2218487496164	Gene expression	TMB	0.111	NS	0.0118	Protective	0.0365	Protective	0.000253	Protective
ASPA	PRAD	-0.743786891473656	2.27768199496192e-11	10.6425069112815	Underexpression	****	6e-57	56.2218487496164	Gene expression	Stemness	0.111	NS	0.0118	Protective	0.0365	Protective	0.000253	Protective
ASPA	READ	-0.645786499239343	3.85983918411142e-55	54.4134307893458	Underexpression	****	4.1e-46	45.3872161432803	Gene expression	Stemness	0.259	NS	0.825	NS	0.476	NS	0.464	NS
ASPA	SARC	-0.330623913871081	3.16358195940372e-06	5.49982090972524	Unchanged	ns	0.26	0.585026652029182	Gene expression	Stemness	0.000333	Protective	0.000507	Protective	0.0284	Protective	0.00658	Protective
ASPA	SKCM	-0.255948598437268	0.026846478547353	1.57111267263671	Unchanged	ns	0.29	0.537602002101044	Gene expression	Stemness	0.0993	NS	0.0629	NS			0.062	NS
ASPA	STAD	-0.22719180446473	0.0309216321792566	1.50973759018268	Underexpression	****	8.9e-35	34.0506099933551	Gene expression	TMB	0.000229	Risky	0.0108	Risky	0.053	NS	0.00966	Risky
ASPA	STAD	-0.665057399613229	4.92227815137807e-07	6.30783384853743	Underexpression	****	8.9e-35	34.0506099933551	Gene expression	Stemness	0.000229	Risky	0.0108	Risky	0.053	NS	0.00966	Risky
ASPA	STAD	-0.247434458531629	6.86359991013729e-08	7.16344804011911	Underexpression	****	8.9e-35	34.0506099933551	Gene expression	MSI	0.000229	Risky	0.0108	Risky	0.053	NS	0.00966	Risky
ASPA	THCA	-0.214940204499971	3.30239992979228e-95	94.4811703336218	Underexpression	****	1.5e-106	105.823908740944	Gene expression	Stemness	0.433	NS	0.673	NS	0.119	NS	0.00349	Protective
ASPA	THCA	-0.17709204429178	0.000114176019007121	3.94242510367809	Underexpression	****	1.5e-106	105.823908740944	Gene expression	TMB	0.433	NS	0.673	NS	0.119	NS	0.00349	Protective
ASPA	THYM	-0.273088039904497	2.39577509739548e-10	9.62055395362184	Overexpression	****	2.6e-20	19.5850266520292	Gene expression	Stemness	0.207	NS	0.199	NS			0.578	NS
ASPA	UCEC	-0.663343557675546	0.0205837198350582	1.68647613793822	Underexpression	****	3.2e-44	43.4948500216801	Gene expression	Stemness	0.03	Risky	0.00592	Risky	0.853	NS	0.297	NS
ASPA	UVM	-0.328355701819025	0.0313326459687215	1.50400292841568	""	""			Gene expression	Stemness	0.259	NS	0.445	NS			0.824	NS
ASPDH	BRCA	-0.215747441246629	0.0290890580876438	1.53627034110982	Underexpression	****	5.1e-29	28.2924298239021	Gene expression	Stemness	0.564	NS	0.826	NS	0.243	NS	0.46	NS
ASPDH	COAD	-0.245365661491529	0.0290890580876438	1.53627034110982	Underexpression	****	4.4e-20	19.3565473235138	Gene expression	Stemness	0.0167	Risky	0.00808	Risky	0.419	NS	0.0349	Risky
