genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var	p.value_Cox_OS	Type_Cox_OS	p.value_Cox_DSS	Type_Cox_DSS	p.value_Cox_DFI	Type_Cox_DFI	p.value_Cox_PFI	Type_Cox_PFI
(ABAT + HMGCS1)	LGG	-0.430607876327461	4.72633066671816e-05	4.3254758972387	Overexpression	****	5.2e-144	143.283996656365	Methylation	Stemness	0.889	NS	0.788	NS	0.919	NS	0.852	NS
(ABAT + HMGCS2)	CESC	-0.261846914122254	0.00277636238269975	2.55652384854305	Unchanged	ns	0.11	0.958607314841775	Methylation	Microsatellite instability	0.811	NS	0.808	NS	0.112	NS	0.575	NS
(ABAT + MLYCD + SMOX)	CESC	-0.367607920862172	4.10682113526521e-05	4.38649421159945	Underexpression	***	0.00056	3.2518119729938	Methylation	Tumor mutational burden	0.81	NS	0.929	NS	0.251	NS	0.651	NS
(ABAT + PCCB)	SKCM	-0.381346189103694	0.000858353498159877	3.06633381858125	Underexpression	*	0.034	1.46852108295774	Methylation	Microsatellite instability	0.00297	Protective	0.00564	Protective			0.5	NS
(ABHD16A + AGK + AGPAT1 + AGPAT2 + AGPAT4 + AGPAT5 + AGPAT6 + AKR1A1 + AKR1B1 + ALDH1B1 + ALDH2 + ALDH7A1 + CEL + DGAT2 + DGKA + DGKD + DGKE + DGKH + DGKI + DGKQ + DGKZ + GK + GK2 + GLYCTK + GPAM + GPAT2 + LCLAT1 + LIPC + LIPF + LIPG + LPIN2 + LPIN3 + MGLL + MOGAT2 + MOGAT3 + PNLIP + PNLIPRP1 + PNLIPRP3 + PNPLA2 + PNPLA3 + PPAP2A + PPAP2B + PPAP2C + PPAPDC1A + PPAPDC1B)	TGCT	-0.431294352834757	1.92583312155771e-05	4.71538134832602	Underexpression	****	1.2e-50	49.9208187539524	Methylation	Stemness	0.642	NS	0.713	NS	0.29	NS	0.298	NS
(ABHD16A + AGK + AGPAT4 + DGKB + DGKI + GK2)	COAD	0.340427054120719	6.26749515863422e-07	6.2029059928431	Underexpression	****	4.4e-36	35.3565473235138	Methylation	Tumor mutational burden	0.294	NS	0.778	NS	0.16	NS	0.476	NS
(ABHD16A + AGPAT1 + AGPAT2 + AGPAT6 + AKR1B10 + ALDH2 + CEL + DGAT1 + DGAT2 + DGKD + DGKQ + GLYCTK + GPAM + LCLAT1 + LIPC + LPIN3 + MOGAT2 + PNLIPRP1 + PNLIPRP3 + PPAP2C + PPAPDC1B)	STAD	-0.367057536962298	0.0340431890863934	1.46796976298965	Overexpression	*	0.023	1.63827216398241	Methylation	Microsatellite instability	0.93	NS	0.991	NS	0.399	NS	0.921	NS
(ABHD16A + AGPAT1 + AGPAT2 + AGPAT6 + AKR1B15 + CEL + DGAT1 + DGAT2 + DGKA + DGKG + DGKK + GPAT2 + LIPC + LPL + MGLL + MOGAT1 + MOGAT3 + PNPLA3 + PPAP2C)	PRAD	0.470144373450721	8.09901612374852e-29	28.0915677364275	Underexpression	****	8.1e-28	27.0915149811213	Methylation	Stemness	0.315	NS	0.257	NS	0.958	NS	0.672	NS
(ABHD16A + AGPAT1 + AGPAT2 + AGPAT9 + AKR1A1 + ALDH2 + ALDH9A1 + DGAT1 + DGKA + DGKE + DGKG + LIPC + MGLL + MOGAT2)	THCA	0.413889362629987	0.018698304019013	1.7281977832275	Underexpression	****	4.5e-80	79.3467874862247	Methylation	Stemness	0.123	NS	0.25	NS	0.753	NS	0.812	NS
(ABHD16A + AGPAT1 + ALDH7A1 + DGAT1 + DGKZ + PPAPDC1B)	PCPG	-0.339706264793255	6.44165233141295e-05	4.19100271860721	Unchanged	ns	0.13	0.886056647693163	Methylation	Stemness	0.00213	Risky	0.000463	Risky	0.41	NS	3.12e-05	Risky
(ABHD16A + AGPAT1 + ALDH7A1 + DGAT2 + DGKA + DGKZ + PPAPDC1B)	PCPG	-0.297857319139502	0.000781435015983765	3.10710713200578	Unchanged	ns	0.055	1.25963731050576	Methylation	Microsatellite instability	0.0024	Risky	0.000427	Risky	0.611	NS	3.94e-05	Risky
(ABHD16A + AGPAT2 + AGPAT4 + AKR1B10 + ALDH2 + CEL + DGAT2 + DGKQ + GLYCTK + GPAM + LCLAT1 + LIPC + LPIN2 + LPIN3 + MOGAT2 + PNLIPRP1 + PNLIPRP2 + PNLIPRP3 + PPAP2C + PPAPDC1B)	STAD	-0.442758219118851	4.64660422095681e-08	7.3328643174016	Unchanged	ns	0.15	0.823908740944319	Methylation	Stemness	0.972	NS	0.998	NS	0.398	NS	0.914	NS
(ABHD16A + AGPAT4 + AGPAT6 + AKR1B15 + ALDH2 + DGKB + DGKI + GK2 + LIPC + PNLIP + PPAP2C)	COAD	-0.394975697105689	9.9964444948691e-06	5.0001544410833	Underexpression	****	2.7e-57	56.568636235841	Methylation	Stemness	0.221	NS	0.357	NS	0.172	NS	0.812	NS
(ABHD16A + AGPAT5 + CEL + DGKQ)	THYM	0.631272563225485	0.0316035295306422	1.50026441199924	Overexpression	****	1.2e-31	30.9208187539524	Methylation	Stemness	0.0164	Protective	0.183	NS			0.635	NS
(ABHD16A + AKR1B1 + DGKD)	LUAD	0.202753690957646	3.75951013255571e-08	7.42486874033507	Underexpression	****	2.4e-70	69.6197887582884	Methylation	Tumor mutational burden	0.456	NS	0.497	NS	0.804	NS	0.282	NS
(ABHD16A + DGKB)	PAAD	-0.427451627577109	0.000302403552928424	3.51941311063067	Overexpression	****	9.2e-33	32.0362121726544	Methylation	Microsatellite instability	0.0313	Risky	0.0224	Risky	0.00992	Risky	2.24e-05	Risky
(ABHD16A + DGKQ + PPAP2C)	ESCA	-0.307982116364837	0.0137182850828873	1.86270017620866	Overexpression	****	8.3e-60	59.0809219076239	Methylation	Tumor mutational burden	0.894	NS	0.891	NS	0.237	NS	0.63	NS
(ABHD16A + GK2 + PNLIP + PNLIPRP1 + PNLIPRP2)	LIHC	-0.456468008169356	1.02070314701093e-07	6.99110054621919	Underexpression	****	1.6e-15	14.7958800173441	Methylation	Stemness	0.82	NS	0.591	NS	0.0178	Protective	0.0955	NS
(ACAA1 + ACADL + ACAT2 + ACSL6 + CPT1A + CPT1C + ECI2 + HADH)	LIHC	-0.373551205340231	1.66660978351079e-21	20.778166073061	Unchanged	ns	0.097	1.01322826573376	Methylation	Stemness	0.88	NS	0.546	NS	0.186	NS	0.319	NS
(ACAA1 + ACADM + ACADS + ACADVL + ACAT1 + ACAT2 + ACOX1 + ACOX3 + ACSBG1 + ACSBG2 + ACSL6 + ADH1A + ADH1B + ADH5 + ADH7 + ALDH1B1 + ALDH2 + ALDH7A1 + CPT1A + CPT1B + CPT1C + CPT2 + ECHS1 + ECI1 + ECI2 + EHHADH + GCDH + HADH + HADHA + HADHB)	TGCT	-0.452669624171819	1.94590179732199e-09	8.71087908079805	Underexpression	****	3.4e-53	52.4685210829577	Methylation	Stemness	0.72	NS	0.743	NS	0.276	NS	0.28	NS
(ACAA1 + ACADS + ACAT1 + ACOX1 + ACSBG1 + ACSBG2 + ACSL5 + ACSL6 + ADH1B + ALDH2 + CPT1A + CPT1B + CPT2 + ECI1 + EHHADH + HADH)	LGG	0.43126947302003	0.000148091213923326	3.82947070689275	Overexpression	****	3.8e-85	84.4202164033832	Methylation	Stemness	2.41e-21	Protective	9.27e-22	Protective	0.235	NS	9.08e-23	Protective
(ACAA1 + ACAT2 + AGXT2 + ALDH6A1 + HADH + HIBADH + HIBCH + HMGCL + HMGCS1 + HMGCS2 + HSD17B10 + IVD)	LIHC	-0.533881008296847	4.80837761924722e-08	7.31800143295301	Underexpression	****	5e-09	8.30102999566398	Methylation	Stemness	0.913	NS	0.839	NS	0.0965	NS	0.375	NS
(ACAA1 + ACOT2 + ACOT4 + ACOT7 + ACOX1 + ACOX3 + ELOVL1 + ELOVL2 + ELOVL3 + ELOVL4 + ELOVL7 + HSD17B12 + HSD17B4 + SCD5 + TECR)	TGCT	-0.484920805627904	4.89581165131761e-13	12.3101752984538	Underexpression	****	1.4e-33	32.8538719643218	Methylation	Stemness	0.718	NS	0.757	NS	0.268	NS	0.34	NS
(ACAA1 + ACOT2 + ACOX1 + BAAT + ELOVL1 + ELOVL3 + ELOVL7 + TECR)	LGG	0.485314752991622	0.00127521570473979	2.89441634742237	Overexpression	**	0.0063	2.20065945054642	Methylation	Stemness	7.87e-19	Protective	1.52e-20	Protective	0.184	NS	1.28e-18	Protective
(ACAA1 + ACOX1 + ACOX3 + HRASLS2 + `JMJD7-PLA2G4B` + PLA2G10 + PLA2G16 + PLA2G2A + PLA2G2C + PLA2G2D + PLA2G2E + PLA2G2F + PLA2G4B + PLA2G4D + PLA2G4E + PLA2G4F + PLB1)	TGCT	-0.394911810939626	0.00802103211962606	2.09576974455651	Underexpression	****	1.7e-44	43.7695510786217	Methylation	Stemness	0.602	NS	0.69	NS	0.192	NS	0.204	NS
(ACAA1 + ACOX1 + ECHS1)	ESCA	-0.307498705511055	0.000102933914908463	3.9874415092915	Unchanged	ns	1	0	Methylation	Stemness	0.686	NS	0.801	NS	0.34	NS	0.427	NS
(ACAA1 + ACOX1 + ELOVL6)	ESCA	-0.299545344284965	5.07099688582382e-08	7.29490665615888	Overexpression	****	1.4e-07	6.85387196432176	Methylation	Stemness	0.823	NS	0.838	NS	0.128	NS	0.707	NS
(ACAA1 + ACOX1 + HRASLS2 + `JMJD7-PLA2G4B` + PLA2G10 + PLA2G12B + PLA2G16 + PLA2G1B + PLA2G2A + PLA2G2C + PLA2G2E + PLA2G4B + PLA2G4C + PLA2G4D + PLB1)	LGG	0.355309568370987	1.91934671998974e-10	9.71684656514109	Underexpression	****	2.1e-55	54.6777807052661	Methylation	Stemness	2.55e-18	Protective	5.62e-19	Protective	0.374	NS	2.26e-23	Protective
(ACAA1 + ACOX1)	ESCA	-0.300098399202161	0.000173785534817472	3.7599863752429	Unchanged	ns	0.95	0.0222763947111523	Methylation	Stemness	0.568	NS	0.629	NS	0.113	NS	0.668	NS
(ACAA1 + ACSL5)	GBM	0.578350908422449	3.83358323888495e-07	6.4163951024362	Overexpression	****	7.2e-16	15.1426675035687	Methylation	Stemness	0.112	NS	0.111	NS			0.253	NS
(ACAA1 + ECHS1)	ESCA	-0.311917652524243	0.000152248306654977	3.81744752900372	Underexpression	****	3.5e-14	13.4559319556497	Methylation	Stemness	0.753	NS	0.954	NS	0.544	NS	0.397	NS
(ACAA1 + ELOVL2 + ELOVL7)	LIHC	-0.283056136664533	1.75447176816081e-07	6.75585361578179	Overexpression	****	1.4e-09	8.85387196432176	Methylation	Stemness	0.973	NS	0.54	NS	0.222	NS	0.287	NS
(ACAA1 + GCDH)	COAD	0.305124397444462	1.82760082373959e-05	4.73811865487029	Unchanged	ns	0.15	0.823908740944319	Methylation	Tumor mutational burden	0.428	NS	0.0796	NS	0.537	NS	0.00804	Risky
(ACAA1 + HRASLS2 + PLA2G12B + PLA2G1B + PLA2G2A + PLA2G2D + PLA2G2E + PLA2G2F + PLA2G4C + PLA2G4D + PLA2G4F + PLA2G5)	LIHC	-0.426391666948764	0.0145782683545353	1.83629405960742	Unchanged	ns	0.38	0.42021640338319	Methylation	Stemness	0.898	NS	0.453	NS	0.0851	NS	0.277	NS
(ACAA1 + PLA2G16)	GBM	0.489382882835903	8.13560215426202e-16	15.0896102973559	Overexpression	****	9.5e-27	26.0222763947112	Methylation	Stemness	0.0958	NS	0.0861	NS			0.0419	Protective
(ACACA + ACACB + ACADS + ACOX1 + ACOX3 + ACSS3 + ALDH6A1 + DBT + ECHDC1 + ECHS1 + EHHADH + HADHA + HIBCH + LDHA + LDHAL6A + LDHAL6B + LDHB + LDHC + MCEE + MLYCD + MUT + PCCA + PCCB + SUCLG2)	TGCT	-0.473888843356484	1.83784378840092e-08	7.73569140520159	Underexpression	****	7.5e-53	52.1249387366083	Methylation	Stemness	0.708	NS	0.742	NS	0.322	NS	0.325	NS
(ACACA + ACACB + ACAT1 + ACAT2 + ACOT12 + ACYP1 + ACYP2 + ADH1A + ADH1B + ADH5 + ADH7 + AKR1A1 + ALDH1B1 + ALDH2 + ALDH7A1 + GLO1 + GRHPR + HAGH + LDHA + LDHAL6A + LDHAL6B + LDHB + LDHC + LDHD + MDH1 + MDH2 + ME1 + ME2 + ME3 + PC + PCK2 + PDHA2 + PKLR)	TGCT	-0.487200410761993	1.32967056657684e-12	11.8762559446267	Underexpression	****	1.9e-53	52.7212463990472	Methylation	Stemness	0.736	NS	0.756	NS	0.287	NS	0.286	NS
(ACACA + ACACB + ACOX1 + ECHS1 + EHHADH + MLYCD + PCCA + SUCLA2)	LUSC	-0.335695327053656	0.00219493861477988	2.65857762104152	Underexpression	***	0.00076	3.11918640771921	Methylation	Stemness	0.969	NS	0.953	NS	0.66	NS	0.738	NS
(ACACA + ACACB + ACSBG1 + ACSBG2 + ACSF3 + ACSL6 + CBR4 + FASN + HSD17B8 + MCAT + MECR + OLAH + OXSM)	TGCT	-0.452061546683929	1.29604546336541e-07	6.88737976378763	Underexpression	****	1.1e-52	51.9586073148418	Methylation	Stemness	0.711	NS	0.797	NS	0.247	NS	0.246	NS
(ACACA + ACACB + ACSBG1)	LUSC	-0.289678233246132	1.06634890403013e-18	17.9721006730741	Underexpression	****	5.3e-82	81.2757241303992	Methylation	Stemness	0.384	NS	0.25	NS	0.392	NS	0.405	NS
(ACACA + ACACB + ADH5 + ALDH2 + HAGH)	LUSC	-0.322579019908929	0.00162224576359567	2.78988335130354	Underexpression	****	2.2e-86	85.6575773191778	Methylation	Stemness	0.528	NS	0.259	NS	0.482	NS	0.26	NS
(ACACA + ACACB)	PCPG	-0.439337126435503	1.32104453326357e-08	7.8790825417915	Unchanged	ns	0.15	0.823908740944319	Methylation	Stemness	0.0459	Risky	0.0135	Risky	0.936	NS	0.00267	Risky
(ACACA + ACADS + ACOX1 + ACOX3 + ALDH6A1 + ECHS1 + EHHADH + MLYCD)	HNSC	-0.256297183353286	7.08691881799096e-06	5.14954254213625	Underexpression	****	7e-05	4.15490195998574	Methylation	Stemness	0.743	NS	0.733	NS	0.367	NS	0.675	NS
(ACACA + ACADS + ACOX1 + ALDH6A1 + ECHDC1 + ECHS1 + EHHADH + HIBCH + SUCLG2)	STAD	-0.30393692052866	3.93214662496991e-13	12.4053702962244	Overexpression	****	2.4e-24	23.6197887582884	Methylation	Stemness	0.972	NS	0.873	NS	0.671	NS	0.905	NS
(ACACA + ACADS + ACOX1 + ALDH6A1 + ECHS1 + HIBCH + LDHA + LDHAL6A + MLYCD + SUCLG2)	STAD	-0.421501875763576	3.54655351772187e-10	9.45019348223419	Overexpression	****	2.5e-22	21.602059991328	Methylation	Microsatellite instability	0.894	NS	0.984	NS	0.618	NS	0.986	NS
(ACACA + ACADS)	KIRC	0.29152749169486	0.0199548063998967	1.69995248135349	Underexpression	****	2.9e-08	7.53760200210104	Methylation	Tumor mutational burden	0.169	NS	0.436	NS	0.771	NS	0.675	NS
(ACACA + ACAT2 + LDHAL6B + ME3)	LIHC	-0.369936007568351	3.42051167151336e-13	12.4659089233318	Underexpression	****	7e-10	9.15490195998574	Methylation	Stemness	0.27	NS	0.108	NS	0.013	Protective	0.0542	NS
(ACACA + ACOX1 + ACOX3 + ECHS1 + HIBCH + MLYCD + PCCA + PCCB)	GBM	-0.693509124462811	0.0340793702136924	1.46750843958742	Overexpression	****	2.5e-62	61.602059991328	Methylation	Tumor mutational burden	0.895	NS	0.955	NS			0.418	NS
(ACACA + ACOX1 + ACOX3 + EHHADH + HIBCH)	THYM	0.653452104506981	5.32457898773011e-08	7.2737147260177	Overexpression	****	2e-36	35.698970004336	Methylation	Stemness	0.0125	Protective	0.153	NS			0.545	NS
(ACACA + ACOX1 + ECHS1)	ESCA	-0.306439669890632	0.0114362265603409	1.94171724952503	Overexpression	****	1.6e-17	16.7958800173441	Methylation	Stemness	0.739	NS	0.55	NS	0.391	NS	0.291	NS
(ACACA + ACSBG1 + MECR)	STAD	-0.325951825499819	2.49446807657194e-06	5.60302204965519	Overexpression	****	9.6e-06	5.01772876696043	Methylation	Microsatellite instability	0.206	NS	0.447	NS	0.237	NS	0.917	NS
(ACACA + ACSBG1)	STAD	-0.255719544431438	2.44043131001629e-05	4.61253341177337	Overexpression	***	0.00062	3.20760831050175	Methylation	Stemness	0.185	NS	0.437	NS	0.254	NS	0.939	NS
(ACACA + ACSBG2 + CBR4 + MCAT)	THYM	0.601274248188466	4.67538938147294e-10	9.33018221384323	Overexpression	****	1.8e-22	21.7447274948967	Methylation	Stemness	0.00997	Protective	0.146	NS			0.869	NS
(ACACA + ACSF3 + CBR4 + FASN + MCAT)	GBM	-0.6412135053408	8.54170779114739e-07	6.06845528971825	Overexpression	***	0.00045	3.34678748622466	Methylation	Tumor mutational burden	0.865	NS	0.886	NS			0.423	NS
(ACACA + ACSL6 + FASN + MCAT)	LIHC	-0.380884889442412	4.59951313816396e-14	13.3372881362747	Overexpression	****	3.9e-18	17.4089353929735	Methylation	Stemness	0.66	NS	0.459	NS	0.0648	NS	0.119	NS
(ACACA + ACYP1 + ADH1A + ADH1C + ADH6 + ALDH2 + HAGH + LDHA + LDHAL6A + LDHD + MDH2 + ME3 + PC + PCK1 + PCK2)	STAD	-0.416716622138192	3.20772357358596e-05	4.49380306421543	Overexpression	****	2.4e-12	11.6197887582884	Methylation	Microsatellite instability	0.821	NS	0.635	NS	0.603	NS	0.7	NS
(ACACA + ADH1A + ADH1C + ADH6 + ALDH2 + LDHD + MDH2 + PC + PCK1 + PCK2)	STAD	-0.528624615195919	4.62970238379582e-17	16.3344469263102	Overexpression	****	1.3e-06	5.88605664769316	Methylation	Stemness	0.7	NS	0.518	NS	0.557	NS	0.582	NS
(ACACA + ADH1C)	LUSC	-0.224107215518866	0.00175024689667391	2.75690068371378	Unchanged	ns	0.078	1.10790539730952	Methylation	Microsatellite instability	0.713	NS	0.696	NS	0.362	NS	0.388	NS
(ACACA + ADH5 + ADH7 + GLO1 + GRHPR + MDH2 + PC)	GBM	-0.609059038208778	6.28532349958469e-06	5.20167236468146	Overexpression	****	3.3e-67	66.4814860601221	Methylation	Tumor mutational burden	0.481	NS	0.461	NS			0.218	NS
(ACACA + ALDH2 + HAGH + PC + PCK1 + PCK2)	HNSC	-0.308251761282651	3.84545507645113e-09	8.41505225781397	Underexpression	****	7.4e-06	5.13076828026902	Methylation	Stemness	0.703	NS	0.864	NS	0.178	NS	0.618	NS
(ACACA + ALDH6A1 + HIBCH + LDHAL6B + SUCLG2)	LIHC	-0.4259084622597	6.89424370568461e-10	9.16151336871407	Underexpression	****	2.1e-22	21.6777807052661	Methylation	Stemness	0.567	NS	0.183	NS	0.0623	NS	0.0692	NS
(ACACA + ECHS1 + EHHADH + SUCLA2)	LUSC	-0.364808054067249	0.0499184309209273	1.30173907422893	Overexpression	****	7.7e-85	84.1135092748275	Methylation	Microsatellite instability	0.842	NS	0.621	NS	0.953	NS	0.43	NS
(ACACA + EHHADH)	BRCA	0.17722817624985	0.00114773501150416	2.94015837006143	Unchanged	ns	0.055	1.25963731050576	Methylation	Tumor mutational burden	0.956	NS	0.309	NS	0.198	NS	0.547	NS
(ACACA + FASN)	HNSC	-0.236237016563671	9.57348045187063e-07	6.01893014516493	Overexpression	****	3.7e-05	4.43179827593301	Methylation	Stemness	0.92	NS	0.785	NS	0.674	NS	0.998	NS
(ACACA + ME2 + PCK1)	THYM	0.665736224299835	1.28015546331822e-06	5.89273728600727	Unchanged	ns	0.12	0.920818753952375	Methylation	Stemness	0.0128	Protective	0.143	NS			0.801	NS
(ACACA + ME3)	LUAD	0.217781924891225	3.11938490965844e-07	6.50593103312139	Underexpression	****	4.5e-13	12.3467874862247	Methylation	Stemness	0.675	NS	0.42	NS	0.973	NS	0.904	NS
(ACACA + PC)	KIRC	0.275667112941589	0.000148197571914627	3.82915891182712	Underexpression	****	1.1e-28	27.9586073148418	Methylation	Tumor mutational burden	0.329	NS	0.809	NS	0.836	NS	0.733	NS
(ACACA + PCCA)	DLBC	-0.488100990848123	0.000460134287465553	3.33711540354836	Overexpression	****	4.9e-13	12.3098039199715	Methylation	Stemness	0.776	NS	0.537	NS	0.163	NS	0.172	NS
(ACACA + SUCLG1)	LUAD	0.254028576413181	1.28028420210762e-11	10.8926936133938	Overexpression	****	2.4e-07	6.61978875828839	Methylation	Stemness	0.48	NS	0.668	NS	0.852	NS	0.515	NS
(ACACA + SUCLG1)	LUAD	0.253897360939028	1.51191105888194e-06	5.82047375630367	Overexpression	****	2.4e-07	6.61978875828839	Methylation	Tumor mutational burden	0.48	NS	0.668	NS	0.852	NS	0.515	NS
(ACACA + SUCLG2)	KIRP	-0.235249999459274	4.76327748710665e-05	4.32209411770971	Unchanged	ns	0.9	0.0457574905606751	Methylation	Microsatellite instability	0.944	NS	0.882	NS	0.134	NS	0.514	NS
(ACACB + ACADS + ACOX1 + ACSS1 + EHHADH + HIBCH + LDHA + LDHC + PCCA + SUCLG2)	LGG	0.499951278747289	2.71991761914401e-07	6.56544424967646	Overexpression	****	6.3e-26	25.2006594505464	Methylation	Stemness	7.35e-19	Protective	1.25e-19	Protective	0.292	NS	1.19e-19	Protective
(ACACB + ACADS)	BLCA	-0.229077789288769	5.65935137874768e-05	4.24723334067968	Underexpression	****	1.7e-13	12.7695510786217	Methylation	Stemness	0.573	NS	0.516	NS	0.764	NS	0.42	NS
(ACACB + ACAT1 + ACOT12 + ACSS1 + ACYP1 + ADH1B + AKR1A1 + ALDH2 + GLO1 + LDHA + LDHC + ME1 + ME3 + PC + PCK2)	LGG	0.474527818090102	4.2823038611423e-29	28.3683225195415	Underexpression	**	0.0064	2.19382002601611	Methylation	Stemness	6.01e-19	Protective	2.37e-19	Protective	0.298	NS	2.35e-21	Protective
(ACACB + ACSBG1 + ACSBG2 + ACSL5 + ACSL6 + CBR4 + HSD17B8 + MECR)	LGG	0.417642466693877	0.00157184267825191	2.80359092355498	Overexpression	****	9.1e-21	20.0409586076789	Methylation	Stemness	2.45e-24	Protective	1.14e-24	Protective	0.113	NS	3.22e-26	Protective
(ACACB + ACSBG2 + ACSL6 + FASN + OLAH)	CESC	-0.441984103782067	1.03154367734629e-07	6.9865123785208	Underexpression	****	3.4e-05	4.46852108295774	Methylation	Tumor mutational burden	0.958	NS	0.798	NS	0.527	NS	0.702	NS
(ACACB + ACSBG2 + ACSL6)	CESC	-0.27661215321523	0.0421340856259031	1.37536642649493	Underexpression	**	0.0018	2.74472749489669	Methylation	Microsatellite instability	0.803	NS	0.629	NS	0.493	NS	0.876	NS
(ACACB + ACSL5)	CESC	-0.243017595017216	5.62160465341181e-08	7.2501396999735	Underexpression	****	1.5e-05	4.82390874094432	Methylation	Stemness	0.702	NS	0.416	NS	0.31	NS	0.414	NS
(ACACB + ACYP2 + LDHAL6B + MDH2 + PCK1 + PDHA2)	LUAD	-0.395187044729145	4.88813857131074e-11	10.3108564910015	Underexpression	****	1.7e-55	54.7695510786217	Methylation	Stemness	0.696	NS	0.953	NS	0.585	NS	0.398	NS
(ACACB + ACYP2 + MDH2 + PCK1 + PCK2)	LUAD	-0.34486349179712	0.00336194391124956	2.47340953635699	Underexpression	****	1.7e-54	53.7695510786217	Methylation	Microsatellite instability	0.963	NS	0.769	NS	0.669	NS	0.329	NS
(ACACB + ADH1A + ADH5 + PC + PDHA2)	CESC	-0.437992231224091	1.48061821738292e-07	6.82955691140377	Underexpression	****	9.6e-07	6.01772876696043	Methylation	Tumor mutational burden	0.617	NS	0.849	NS	0.491	NS	0.91	NS
(ACACB + ADH1A)	LIHC	-0.416659977025948	4.01657484347473e-08	7.39614413613111	Underexpression	****	1.7e-13	12.7695510786217	Methylation	Stemness	0.915	NS	0.667	NS	0.00217	Protective	0.011	Protective
(ACACB + ADH1C)	ESCA	-0.344259852942909	1.2978131712818e-16	15.8867878225752	Underexpression	****	1.1e-21	20.9586073148418	Methylation	Stemness	0.798	NS	0.749	NS	0.0583	NS	0.928	NS
(ACACB + ALDH1B1)	BRCA	0.159491688815758	0.00609594077187684	2.21495926125048	Underexpression	****	1.3e-108	107.886056647693	Methylation	Tumor mutational burden	0.563	NS	0.487	NS	0.00161	Protective	0.0502	NS
(ACACB + ALDH2 + PC + PDHA2)	CESC	-0.27699492109226	0.000467987477141423	3.32976576803943	Underexpression	****	2.9e-06	5.53760200210104	Methylation	Stemness	0.991	NS	0.88	NS	0.682	NS	0.803	NS
(ACACB + ALDH2)	UCEC	-0.382215823471235	0.0216200248437743	1.66514381133054	Underexpression	****	2.2e-41	40.6575773191778	Methylation	Stemness	0.861	NS	0.167	NS	0.196	NS	0.815	NS
(ACACB + FASN)	LUAD	-0.308397285174231	8.19774409050901e-25	24.086305643206	Underexpression	****	1.6e-82	81.7958800173441	Methylation	Stemness	0.661	NS	0.139	NS	0.938	NS	0.223	NS
(ACACB + HAGH)	BLCA	-0.231217521799467	4.51475848730859e-05	4.34536547689745	Underexpression	****	1.3e-13	12.8860566476932	Methylation	Stemness	0.598	NS	0.512	NS	0.933	NS	0.336	NS
(ACACB + LDHAL6B + PCCA)	LUAD	-0.31534479617571	5.26099072569157e-20	19.2789324637958	Underexpression	****	1.8e-70	69.7447274948967	Methylation	Stemness	0.468	NS	0.15	NS	0.737	NS	0.463	NS
(ACACB + ME3)	PRAD	0.386179749390039	7.47101235251865e-09	8.12662054553086	Underexpression	****	1.3e-49	48.8860566476932	Methylation	Stemness	0.0978	NS	0.0441	Risky	0.0082	Risky	0.00186	Risky
(ACACB + MECR)	BLCA	-0.22657423213483	7.62395645657742e-05	4.11781959278974	Underexpression	****	1.8e-11	10.7447274948967	Methylation	Stemness	0.655	NS	0.659	NS	0.886	NS	0.554	NS
(ACACB + OXSM)	LIHC	-0.317756237468893	0.000692252717797722	3.1597353305304	Underexpression	****	3.7e-22	21.431798275933	Methylation	Stemness	0.803	NS	0.255	NS	0.00858	Protective	0.0242	Protective
(ACACB + SUCLA2)	LUAD	-0.283600534830133	0.000178060568530031	3.74943224429773	Underexpression	****	1.3e-103	102.886056647693	Methylation	Microsatellite instability	0.619	NS	0.256	NS	0.891	NS	0.192	NS
(ACAD8 + ACAT2)	THYM	0.609878145615958	3.6132315455944e-12	11.4421042067819	Overexpression	****	3e-16	15.5228787452803	Methylation	Stemness	0.0733	NS	0.162	NS			0.223	NS
(ACAD8 + ACSF3 + AGXT2 + ALDH6A1 + ECHS1 + HIBADH + HSD17B10 + IL4I1 + MCEE + PCCA)	BLCA	-0.341637416844107	1.95046247307658e-11	10.7098624011033	Unchanged	ns	0.98	0.00877392430750515	Methylation	Stemness	0.386	NS	0.914	NS	0.64	NS	0.564	NS
(ACAD8 + AGXT2 + IL4I1)	LGG	-0.201146165686226	7.25449673440723e-10	9.13939271045587	Overexpression	****	6.2e-78	77.2076083105017	Methylation	Tumor mutational burden	4.14e-12	Protective	1.29e-12	Protective	0.0844	NS	1.33e-17	Protective
(ACAD8 + DBT)	PCPG	-0.405541110847954	3.70996900712025e-07	6.43062971844233	Underexpression	*	0.034	1.46852108295774	Methylation	Stemness	0.123	NS	0.0375	Risky	0.514	NS	0.396	NS
(ACAD8 + PCCA)	STAD	-0.316799958743863	1.6307656148672e-05	4.78760845433962	Underexpression	****	5.8e-42	41.2365720064371	Methylation	Microsatellite instability	0.414	NS	0.923	NS	0.245	NS	0.614	NS
(ACADL + ACAT2 + ACSL5 + ACSL6 + ADH1C + ADH4 + CPT1C + CPT2 + CYP2U1 + ECI2 + EHHADH)	COAD	0.458455226059269	2.39860527405793e-13	12.6200412157267	Underexpression	****	1.9e-13	12.7212463990472	Methylation	Tumor mutational burden	0.305	NS	0.399	NS	0.365	NS	0.982	NS
