genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var	p.value_Cox_OS	Type_Cox_OS	p.value_Cox_DSS	Type_Cox_DSS	p.value_Cox_DFI	Type_Cox_DFI	p.value_Cox_PFI	Type_Cox_PFI
ALDH1A2	STAD	0.182028324293087	2.44518236547896e-06	5.61168874497893	Unchanged	ns	0.16	0.795880017344075	Methylation	TMB	0.0341	Protective	0.0084	Protective	0.417	NS	0.0335	Protective
ALDH1A2	TGCT	-0.367270535033044	0.0152142969986547	1.81774811012531	Underexpression	****	7.7e-50	49.1135092748275	Methylation	Stemness	0.565	NS	0.714	NS	0.234	NS	0.281	NS
ALDH1A2	THCA	0.156488652703683	3.45761916349854e-15	14.4612228434217	Underexpression	****	1.7e-91	90.7695510786217	Methylation	Stemness	0.00169	Risky	0.0275	Risky	0.395	NS	0.293	NS
ALDH1A2	THYM	0.663435596317421	8.13694394973239e-05	4.08953867557447	Unchanged	ns	0.18	0.744727494896694	Methylation	Stemness	0.0624	NS	0.938	NS			0.435	NS
ALDH1A3	BRCA	-0.184556226994199	1.78872058243363e-06	5.74745749564547	Underexpression	****	5.4e-53	52.267606240177	Methylation	Stemness	0.359	NS	0.287	NS	0.168	NS	0.137	NS
ALDH1A3	COAD	0.443919423833021	0.00383775009414593	2.41592330898227	Underexpression	****	2.4e-07	6.61978875828839	Methylation	MSI	0.886	NS	0.659	NS	0.781	NS	0.945	NS
ALDH1A3	COAD	0.245782017117534	0.00197374016215341	2.70471002166162	Underexpression	****	2.4e-07	6.61978875828839	Methylation	TMB	0.886	NS	0.659	NS	0.781	NS	0.945	NS
ALDH1A3	COAD	0.223117660817287	0.000148744077353817	3.82756031786001	Underexpression	****	2.4e-07	6.61978875828839	Methylation	Stemness	0.886	NS	0.659	NS	0.781	NS	0.945	NS
ALDH1A3	ESCA	0.235708003387121	0.0018536896511277	2.73196297466018	Underexpression	*	0.024	1.61978875828839	Methylation	TMB	0.288	NS	0.413	NS	0.479	NS	0.245	NS
ALDH1A3	ESCA	0.299247010116606	0.000698787104070114	3.15565511840414	Underexpression	*	0.024	1.61978875828839	Methylation	MSI	0.288	NS	0.413	NS	0.479	NS	0.245	NS
ALDH1A3	KICH	0.550510014542652	2.45750811191604e-05	4.60950503994362	Unchanged	ns	0.16	0.795880017344075	Methylation	TMB	0.000208	Risky	4.6e-05	Risky	0.377	NS	1.45e-05	Risky
ALDH1A3	KIRC	0.240343909843111	0.00137415391100074	2.86196462174892	Underexpression	**	0.003	2.52287874528034	Methylation	TMB	0.00393	Risky	0.00109	Risky	0.161	NS	8.08e-07	Risky
ALDH1A3	KIRP	0.246702777846471	0.000140221411740837	3.85318566475109	Overexpression	*	0.023	1.63827216398241	Methylation	Stemness	1.19e-08	Risky	3.58e-12	Risky	0.000364	Risky	9.06e-09	Risky
ALDH1A3	KIRP	0.191154630047974	0.00934998466402039	2.02918910146297	Overexpression	*	0.023	1.63827216398241	Methylation	MSI	1.19e-08	Risky	3.58e-12	Risky	0.000364	Risky	9.06e-09	Risky
ALDH1A3	LGG	0.5131500609536	0.00305603078888196	2.51484227464668	Underexpression	****	3.5e-142	141.45593195565	Methylation	Stemness	3.34e-10	Protective	1.95e-11	Protective	0.196	NS	3.37e-14	Protective
ALDH1A3	LIHC	-0.195585501894862	0.0005429833893387	3.26521345591554	Underexpression	****	4.7e-08	7.32790214206428	Methylation	Stemness	0.681	NS	0.555	NS	0.523	NS	0.848	NS
ALDH1A3	LUSC	0.219510581196764	0.02046156185114	1.68906121923367	Overexpression	****	7.5e-05	4.1249387366083	Methylation	MSI	0.556	NS	0.954	NS	0.39	NS	0.995	NS
ALDH1A3	LUSC	0.163904604873965	0.0363849518843512	1.43907819505542	Overexpression	****	7.5e-05	4.1249387366083	Methylation	Stemness	0.556	NS	0.954	NS	0.39	NS	0.995	NS
ALDH1A3	PRAD	-0.42749406647796	2.54253984266506e-23	22.5947322327753	Overexpression	****	5.8e-31	30.2365720064371	Methylation	Stemness	0.943	NS	0.46	NS	0.887	NS	0.562	NS
ALDH1A3	STAD	0.226466414706776	2.74300147282141e-10	9.56177395920625	Overexpression	****	1e-05	5	Methylation	MSI	0.0193	Protective	0.0245	Protective	0.478	NS	0.0548	NS
ALDH1A3	STAD	0.253969952702722	0.0485179473723446	1.3140975809242	Overexpression	****	1e-05	5	Methylation	TMB	0.0193	Protective	0.0245	Protective	0.478	NS	0.0548	NS
ALDH1A3	STAD	0.238277409437185	8.10079472140178e-35	34.0914723729499	Overexpression	****	1e-05	5	Methylation	Stemness	0.0193	Protective	0.0245	Protective	0.478	NS	0.0548	NS
ALDH1A3	TGCT	-0.419392800417358	0.00170924804528195	2.7671949080924	Underexpression	****	6e-14	13.2218487496164	Methylation	Stemness	0.442	NS	0.579	NS	0.266	NS	0.136	NS
ALDH1A3	THCA	0.192334527412231	0.000661038112424947	3.17977350036507	Overexpression	****	3.4e-66	65.4685210829577	Methylation	Stemness	0.0027	Risky	0.00478	Risky	0.00132	Risky	0.000109	Risky
ALDH1A3	THCA	0.232079892316716	5.52008549563614e-06	5.25805419582235	Overexpression	****	3.4e-66	65.4685210829577	Methylation	TMB	0.0027	Risky	0.00478	Risky	0.00132	Risky	0.000109	Risky
ALDH1A3	THYM	0.372793989939576	2.04494582410166e-06	5.68931819308713	Overexpression	****	8.4e-54	53.0757207139381	Methylation	Stemness	0.911	NS	0.0288	Risky			0.08	NS
ALDH1A3	THYM	0.366021419722999	6.27397066119206e-05	4.20245751651366	Overexpression	****	8.4e-54	53.0757207139381	Methylation	TMB	0.911	NS	0.0288	Risky			0.08	NS
ALDH1A3	UCEC	0.845937449672785	0.0195951196911108	1.70785207941577	Underexpression	****	4.9e-25	24.3098039199715	Methylation	MSI	0.861	NS	0.526	NS	0.642	NS	0.13	NS
ALDH1B1	BRCA	0.118805128616652	0.00324791696691609	2.48839508203896	Overexpression	****	1.9e-69	68.7212463990472	Methylation	TMB	0.243	NS	0.221	NS	0.0225	Protective	0.171	NS
ALDH1B1	GBM	-0.477040286121923	0.0320130516576698	1.49467292457763	Overexpression	****	2.8e-90	89.5528419686578	Methylation	TMB	0.0209	Protective	0.0103	Protective			0.0316	Protective
ALDH1B1	LIHC	-0.297852044538746	2.6341732864147e-08	7.57935565881301	Unchanged	ns	0.15	0.823908740944319	Methylation	Stemness	0.15	NS	0.165	NS	0.184	NS	0.0356	Protective
ALDH1B1	PAAD	-0.258709942694716	0.0150280231473324	1.82309814467393	Overexpression	****	1.9e-52	51.7212463990472	Methylation	MSI	0.425	NS	0.405	NS	0.966	NS	0.256	NS
ALDH1B1	PCPG	-0.234620075689882	0.0350820799434569	1.45491466612732	Underexpression	**	0.0067	2.17392519729917	Methylation	MSI	0.0107	Risky	0.011	Risky	0.894	NS	0.0681	NS
ALDH1B1	PCPG	-0.239477652534639	0.0318032008066256	1.49752916860989	Underexpression	**	0.0067	2.17392519729917	Methylation	Stemness	0.0107	Risky	0.011	Risky	0.894	NS	0.0681	NS
ALDH1B1	PRAD	-0.148548121314786	0.0145208231727782	1.83800876316335	Unchanged	ns	0.13	0.886056647693163	Methylation	MSI	0.55	NS	0.245	NS	0.554	NS	0.573	NS
ALDH1B1	PRAD	-0.221732617689854	2.17777383364152e-05	4.6619872246269	Unchanged	ns	0.13	0.886056647693163	Methylation	TMB	0.55	NS	0.245	NS	0.554	NS	0.573	NS
ALDH1B1	TGCT	-0.452891375507694	1.32940963949407e-07	6.87634117649922	Underexpression	****	3.8e-05	4.42021640338319	Methylation	Stemness	0.691	NS	0.74	NS	0.123	NS	0.196	NS
ALDH1B1	THYM	-0.355339133021247	0.0019678382816931	2.70601059505821	Overexpression	****	4.1e-22	21.3872161432803	Methylation	Stemness	0.495	NS	0.109	NS			0.972	NS
ALDH1L1	BRCA	0.192559422025985	4.39853026324241e-07	6.35669241560318	Underexpression	****	3.2e-133	132.49485002168	Methylation	Stemness	0.0405	Risky	0.0323	Risky	0.804	NS	0.82	NS
ALDH1L1	DLBC	0.53463658136122	3.23338315363633e-07	6.49034282874744	Unchanged	ns	0.64	0.193820026016113	Methylation	Stemness	0.227	NS	0.0863	NS	0.48	NS	0.209	NS
ALDH1L1	LGG	0.430467227416607	0.0028156955689226	2.55041430261379	Overexpression	****	3.6e-41	40.4436974992327	Methylation	Stemness	5.05e-11	Protective	2.7e-12	Protective	0.35	NS	1.09e-11	Protective
ALDH1L1	LIHC	-0.162341451714275	2.06724597860528e-23	22.6846078442266	Unchanged	ns	0.7	0.154901959985743	Methylation	Stemness	0.482	NS	0.591	NS	0.306	NS	0.467	NS
ALDH1L1	PCPG	-0.288478416603973	0.0021704351987415	2.66345317607688	Underexpression	**	0.0036	2.44369749923271	Methylation	MSI	0.735	NS	0.0991	NS	0.775	NS	0.000205	Risky
ALDH1L1	PCPG	-0.260912734294187	0.0236222246742908	1.62667920417078	Underexpression	**	0.0036	2.44369749923271	Methylation	Stemness	0.735	NS	0.0991	NS	0.775	NS	0.000205	Risky
ALDH1L1	PRAD	0.494552325945432	5.45181177891656e-06	5.263459146379	Underexpression	****	2.1e-07	6.67778070526608	Methylation	Stemness	0.16	NS	0.335	NS	0.319	NS	0.039	Risky
ALDH1L1	STAD	0.297098947496646	0.00868111773941532	2.06142435353224	Underexpression	****	2.8e-34	33.5528419686578	Methylation	Stemness	0.00598	Protective	0.00445	Protective	0.749	NS	0.144	NS
ALDH1L1	STAD	0.248845628203269	4.27821721220801e-05	4.36873716935108	Underexpression	****	2.8e-34	33.5528419686578	Methylation	TMB	0.00598	Protective	0.00445	Protective	0.749	NS	0.144	NS
ALDH1L1	STAD	0.333319755141087	3.83885359711755e-06	5.41579845031458	Underexpression	****	2.8e-34	33.5528419686578	Methylation	MSI	0.00598	Protective	0.00445	Protective	0.749	NS	0.144	NS
ALDH1L1	TGCT	-0.405824424840775	2.44129063688442e-32	31.6123805145273	Underexpression	****	2e-52	51.698970004336	Methylation	Stemness	0.795	NS	0.924	NS	0.271	NS	0.314	NS
ALDH1L1	THCA	0.188277016153732	5.45122021846446e-06	5.26350627298385	Underexpression	****	1.8e-60	59.7447274948967	Methylation	Stemness	0.827	NS	0.623	NS	0.23	NS	0.973	NS
ALDH1L1	THYM	0.452510685689296	0.000207682244747827	3.68260063075258	Overexpression	****	2.3e-53	52.6382721639824	Methylation	Stemness	0.0135	Risky	0.0113	Risky			0.116	NS
ALDH1L1	THYM	0.383119181915937	0.000592719326351168	3.22715091181813	Overexpression	****	2.3e-53	52.6382721639824	Methylation	TMB	0.0135	Risky	0.0113	Risky			0.116	NS
ALDH1L2	BLCA	-0.205173992754726	0.000655614930285004	3.18335116482308	Underexpression	***	0.00047	3.32790214206428	Methylation	Stemness	0.862	NS	0.638	NS	0.412	NS	0.118	NS
ALDH1L2	COAD	0.458433801812783	0.023954177371083	1.62061873899218	Underexpression	****	2.3e-19	18.6382721639824	Methylation	MSI	0.994	NS	0.995	NS	0.83	NS	0.96	NS
ALDH1L2	COAD	0.350839186865206	0.00417234346169988	2.37961994823655	Underexpression	****	2.3e-19	18.6382721639824	Methylation	TMB	0.994	NS	0.995	NS	0.83	NS	0.96	NS
ALDH1L2	DLBC	0.473722731207972	1.55799421272711e-06	5.80743415987613	Overexpression	****	3.6e-05	4.44369749923271	Methylation	Stemness	0.784	NS	0.664	NS	0.45	NS	0.652	NS
ALDH1L2	GBM	-0.467012074802762	2.13094449766335e-07	6.67142786172289	Overexpression	****	2.1e-05	4.67778070526608	Methylation	TMB	0.273	NS	0.182	NS			0.277	NS
ALDH1L2	HNSC	-0.143474083618121	0.000379652735929113	3.42061346607545	Overexpression	****	8.4e-07	6.07572071393812	Methylation	MSI	0.487	NS	0.767	NS	0.119	NS	0.787	NS
ALDH1L2	KICH	0.455197339429492	0.00404419513774561	2.39316789729431	Overexpression	*	0.015	1.82390874094432	Methylation	TMB	0.00714	Risky	0.00314	Risky	0.794	NS	0.00201	Risky
ALDH1L2	LGG	0.165706524413	0.0207873148294997	1.68220160638985	Overexpression	****	1.9e-80	79.7212463990472	Methylation	Stemness	0.00065	Protective	0.000572	Protective	0.6	NS	8.48e-08	Protective
ALDH1L2	LGG	-0.166827008491525	1.05073437696617e-06	5.97850705866045	Overexpression	****	1.9e-80	79.7212463990472	Methylation	TMB	0.00065	Protective	0.000572	Protective	0.6	NS	8.48e-08	Protective
ALDH1L2	LIHC	0.345656275564035	0.00405908607651814	2.39157173898563	Overexpression	*	0.032	1.49485002168009	Methylation	Stemness	0.167	NS	0.478	NS	0.0643	NS	0.0711	NS
ALDH1L2	LUSC	-0.181725878308094	0.0237813626506285	1.6237632643223	Unchanged	ns	0.24	0.619788758288394	Methylation	MSI	0.82	NS	0.323	NS	0.659	NS	0.626	NS
ALDH1L2	LUSC	-0.278741317378127	3.9567299783657e-17	16.4026635865566	Unchanged	ns	0.24	0.619788758288394	Methylation	Stemness	0.82	NS	0.323	NS	0.659	NS	0.626	NS
ALDH1L2	PCPG	-0.316914995637619	4.73037618642793e-11	10.3251043203207	Overexpression	**	0.0074	2.13076828026902	Methylation	MSI	5.53e-05	Risky	7.65e-05	Risky	0.89	NS	9.55e-05	Risky
ALDH1L2	PRAD	0.371066150436422	4.30954120225629e-07	6.36556896277068	Underexpression	****	4.1e-46	45.3872161432803	Methylation	Stemness	0.107	NS	0.253	NS	0.0794	NS	0.233	NS
ALDH1L2	SKCM	0.306318021846225	0.0386052637320801	1.41335347631416	Underexpression	****	3.7e-08	7.43179827593301	Methylation	MSI	0.0178	Protective	0.114	NS			0.514	NS
ALDH1L2	TGCT	-0.438871709401732	2.0440238989766e-11	10.6895140306836	Underexpression	****	3.9e-11	10.4089353929735	Methylation	Stemness	0.692	NS	0.417	NS	0.499	NS	0.527	NS
ALDH1L2	THCA	0.169513493577836	0.00424647869184201	2.37197105079472	Underexpression	****	5.7e-94	93.2441251443275	Methylation	TMB	8.08e-05	Risky	0.000118	Risky	0.000376	Risky	0.000462	Risky
ALDH1L2	THYM	0.481947211307475	0.00424647869184201	2.37197105079472	Unchanged	ns	0.056	1.2518119729938	Methylation	TMB	0.603	NS	0.237	NS			0.522	NS
ALDH1L2	UCEC	-0.228152038413325	0.032807462537333	1.48402735841767	Underexpression	****	2.1e-17	16.6777807052661	Methylation	Stemness	0.123	NS	0.259	NS	0.24	NS	0.043	Protective
ALDH2	ACC	0.390173529728583	0.0152981674901729	1.81536058856606	Underexpression	****	2.5e-06	5.60205999132796	Methylation	TMB	0.042	Risky	0.0302	Risky	0.444	NS	0.0244	Risky
ALDH2	BRCA	-0.136402879664129	0.00155721252427669	2.80765211201631	Underexpression	****	1.1e-62	61.9586073148418	Methylation	Stemness	0.729	NS	0.082	NS	0.91	NS	0.152	NS
ALDH2	CESC	-0.179765536071626	0.0302339851301905	1.51950460485713	Unchanged	ns	0.2	0.698970004336019	Methylation	Stemness	0.832	NS	0.912	NS	0.269	NS	0.725	NS
ALDH2	COAD	-0.209155118159229	0.0048194162959746	2.31700555819019	Overexpression	****	4.4e-11	10.3565473235138	Methylation	Stemness	0.19	NS	0.063	NS	0.508	NS	0.0712	NS
ALDH2	ESCA	-0.361263455056173	0.00704767799257421	2.1519539469971	Underexpression	****	1.5e-17	16.8239087409443	Methylation	Stemness	0.648	NS	0.891	NS	0.841	NS	0.284	NS
ALDH2	HNSC	-0.294658644994115	9.49415968357476e-06	5.02254346809773	Underexpression	****	4e-10	9.39794000867204	Methylation	Stemness	0.375	NS	0.662	NS	0.64	NS	0.893	NS
ALDH2	KIRP	-0.215997382773566	0.0120988888631345	1.91725451255688	Overexpression	***	0.00018	3.74472749489669	Methylation	TMB	0.0144	Risky	0.000911	Risky	0.803	NS	0.0441	Risky
ALDH2	LGG	0.29820239599251	1.21431034563362e-10	9.91567030488233	Overexpression	****	2.6e-79	78.5850266520292	Methylation	Stemness	2.13e-14	Protective	1.15e-14	Protective	0.424	NS	5.33e-13	Protective
ALDH2	LIHC	-0.305112724713248	1.21431034563362e-10	9.91567030488233	Underexpression	****	2.2e-05	4.65757731917779	Methylation	Stemness	0.398	NS	0.391	NS	0.00968	Protective	0.0663	NS
ALDH2	LUAD	-0.230840699865441	0.0285653893900549	1.54415985146342	Underexpression	****	8e-24	23.0969100130081	Methylation	MSI	0.328	NS	0.539	NS	0.664	NS	0.158	NS
ALDH2	LUSC	-0.226599783629221	0.00127234193340836	2.89539615925641	Underexpression	****	9.8e-96	95.0087739243075	Methylation	Stemness	0.365	NS	0.0737	NS	0.544	NS	0.141	NS
ALDH2	MESO	-0.423718431678568	0.00216694951489313	2.66415120665837	""	""			Methylation	TMB	0.861	NS	0.836	NS	0.229	NS	0.41	NS
ALDH2	PAAD	-0.497996024451221	8.78392673057268e-09	8.05631129546237	Overexpression	****	7.1e-52	51.1487416512809	Methylation	Stemness	0.3	NS	0.701	NS	0.44	NS	0.221	NS
ALDH2	PCPG	-0.269696575049083	2.20162351157877e-05	4.657256945502	Underexpression	**	0.0031	2.50863830616573	Methylation	MSI	0.00305	Risky	0.0011	Risky	0.875	NS	0.00501	Risky
ALDH2	PCPG	-0.258399264552516	0.000287510812727256	3.54134581768921	Underexpression	**	0.0031	2.50863830616573	Methylation	Stemness	0.00305	Risky	0.0011	Risky	0.875	NS	0.00501	Risky
ALDH2	STAD	-0.207760957411577	0.00623144948143388	2.20541092146775	Underexpression	**	0.0028	2.55284196865778	Methylation	MSI	0.858	NS	0.936	NS	0.87	NS	0.929	NS
ALDH2	STAD	-0.212714348288985	5.57417321178106e-10	9.25381954015233	Underexpression	**	0.0028	2.55284196865778	Methylation	Stemness	0.858	NS	0.936	NS	0.87	NS	0.929	NS
ALDH2	TGCT	-0.294558536242333	0.00795563910850916	2.09932492599229	Unchanged	ns	0.42	0.3767507096021	Methylation	Stemness	0.739	NS	0.834	NS	0.375	NS	0.447	NS
ALDH2	THCA	0.214794568575116	1.46897070823584e-07	6.83298686409972	Underexpression	****	1.5e-27	26.8239087409443	Methylation	Stemness	0.149	NS	0.31	NS	0.187	NS	0.315	NS
ALDH2	THYM	0.341697076813709	8.65541841192141e-06	5.06271193303452	Overexpression	****	5.1e-53	52.2924298239021	Methylation	Stemness	0.00499	Protective	0.00662	Protective			0.229	NS
ALDH2	UCEC	-0.401351831074724	0.00287896769744769	2.54076320795934	Underexpression	****	1e-07	7	Methylation	Stemness	0.58	NS	0.23	NS	0.0922	NS	0.691	NS
ALDH3A1	BLCA	-0.186995600189048	0.0120288013778945	1.91977764621802	Unchanged	ns	0.23	0.638272163982407	Methylation	MSI	0.886	NS	0.408	NS	0.434	NS	0.247	NS
ALDH3A1	BLCA	-0.263440398184067	9.78647164856503e-07	6.00937385771227	Unchanged	ns	0.23	0.638272163982407	Methylation	Stemness	0.886	NS	0.408	NS	0.434	NS	0.247	NS
ALDH3A1	CESC	-0.351443309162095	6.31015698344812e-09	8.19995983628721	Overexpression	***	0.00064	3.19382002601611	Methylation	Stemness	0.699	NS	0.52	NS	0.468	NS	0.363	NS
ALDH3A1	COAD	-0.44605114154647	1.37198576864301e-27	26.862650393463	Overexpression	****	6.3e-33	32.2006594505464	Methylation	Stemness	0.281	NS	0.0464	Risky	0.259	NS	0.596	NS
ALDH3A1	ESCA	-0.459998006829477	4.16723071518669e-14	13.3801524545322	Overexpression	****	5.7e-09	8.24412514432751	Methylation	Stemness	0.331	NS	0.326	NS	0.669	NS	0.85	NS
ALDH3A1	GBM	-0.546784279007605	0.00016950194866164	3.77082530461056	Overexpression	****	6.6e-38	37.1804560644581	Methylation	TMB	0.123	NS	0.117	NS			0.837	NS
ALDH3A1	HNSC	-0.151126253693846	0.0156155684151789	1.80644220259083	Underexpression	****	7.8e-06	5.10790539730952	Methylation	MSI	0.148	NS	0.162	NS	0.0319	Risky	0.277	NS
ALDH3A1	HNSC	-0.353924802220053	8.09328460601189e-10	9.0918751870698	Underexpression	****	7.8e-06	5.10790539730952	Methylation	Stemness	0.148	NS	0.162	NS	0.0319	Risky	0.277	NS
ALDH3A1	KIRC	0.25542470600836	0.0215092258673126	1.66737521990563	Overexpression	****	4.8e-07	6.31875876262441	Methylation	Stemness	0.345	NS	0.71	NS	0.268	NS	0.944	NS
ALDH3A1	LGG	0.315231345675688	1.03554893315062e-15	14.9848293744188	Unchanged	ns	0.11	0.958607314841775	Methylation	Stemness	1.02e-12	Protective	3.16e-14	Protective	0.197	NS	5.46e-16	Protective
ALDH3A1	LUAD	0.152863407828792	0.00403239218363528	2.39443723576249	Overexpression	*	0.03	1.52287874528034	Methylation	TMB	0.413	NS	0.42	NS	0.224	NS	0.664	NS
ALDH3A1	LUSC	-0.436162955641528	2.38493832201749e-13	12.6225228479672	Overexpression	****	8.8e-57	56.0555173278498	Methylation	MSI	0.532	NS	0.469	NS	0.376	NS	0.493	NS
ALDH3A1	LUSC	-0.398374141838209	5.0546382612254e-14	13.2963099195537	Overexpression	****	8.8e-57	56.0555173278498	Methylation	Stemness	0.532	NS	0.469	NS	0.376	NS	0.493	NS
ALDH3A1	PAAD	-0.421564512590165	4.90197856270929e-05	4.3096285923327	Overexpression	****	8.6e-47	46.0655015487564	Methylation	Stemness	0.286	NS	0.598	NS	0.0227	Protective	0.0951	NS
ALDH3A1	PRAD	0.145432732290144	2.43001379012546e-05	4.61439126180975	Underexpression	****	1.1e-31	30.9586073148418	Methylation	MSI	0.375	NS	0.0939	NS	0.217	NS	0.0394	Risky
ALDH3A1	PRAD	0.461140200340049	6.14349144567489e-07	6.21158474211038	Underexpression	****	1.1e-31	30.9586073148418	Methylation	Stemness	0.375	NS	0.0939	NS	0.217	NS	0.0394	Risky
ALDH3A1	READ	-0.340989695303565	0.0246269515856751	1.60858934339661	Overexpression	****	9e-21	20.0457574905607	Methylation	Stemness	0.789	NS	0.836	NS	0.554	NS	0.716	NS
ALDH3A1	STAD	-0.31153312152771	0.00498921048144363	2.30196817395192	Underexpression	****	2.4e-10	9.61978875828839	Methylation	MSI	0.853	NS	0.835	NS	0.308	NS	0.82	NS
ALDH3A1	STAD	-0.501932760157141	4.72412827201861e-12	11.325678318706	Underexpression	****	2.4e-10	9.61978875828839	Methylation	Stemness	0.853	NS	0.835	NS	0.308	NS	0.82	NS
ALDH3A1	STAD	-0.198284001674927	0.0349697460798786	1.45630752115109	Underexpression	****	2.4e-10	9.61978875828839	Methylation	TMB	0.853	NS	0.835	NS	0.308	NS	0.82	NS
ALDH3A1	THCA	0.328005845073843	3.12781230795951e-05	4.50475931573468	Underexpression	****	5.7e-12	11.2441251443275	Methylation	Stemness	0.0223	Risky	0.00202	Risky	0.597	NS	0.468	NS
ALDH3A1	THYM	0.422076906773423	1.12606135241148e-22	21.9484379467068	Overexpression	****	6.3e-60	59.2006594505464	Methylation	Stemness	0.00262	Protective	0.0369	Protective			0.176	NS
ALDH3A1	UCEC	-0.227622041496397	5.4519534035856e-14	13.2634478646224	Overexpression	****	6.5e-16	15.1870866433571	Methylation	Stemness	0.0887	NS	0.0382	Risky	0.667	NS	0.578	NS
ALDH3A2	BLCA	-0.229834953112404	5.61285796370298e-05	4.25081594768956	Underexpression	***	1e-04	4	Methylation	Stemness	0.476	NS	0.182	NS	0.813	NS	0.298	NS
ALDH3A2	BRCA	-0.148481894778577	0.000378024558982288	3.42247998459658	Underexpression	****	6.4e-10	9.19382002601611	Methylation	Stemness	0.0952	NS	0.569	NS	0.00333	Protective	0.107	NS
ALDH3A2	CESC	-0.184668184858468	0.0258293859258547	1.5878859187273	Unchanged	ns	0.84	0.0757207139381184	Methylation	Stemness	0.104	NS	0.182	NS	0.38	NS	0.374	NS
ALDH3A2	ESCA	-0.275138295483386	0.00345060010455651	2.46210536885909	Unchanged	ns	0.085	1.07058107428571	Methylation	Stemness	0.466	NS	0.466	NS	0.23	NS	0.46	NS
ALDH3A2	GBM	-0.720411314006606	1.9620727129104e-09	8.70728490203731	Overexpression	****	2.6e-60	59.5850266520292	Methylation	TMB	0.995	NS	0.953	NS			0.569	NS
ALDH3A2	HNSC	-0.151764517737587	0.00995449822302719	2.00198062659214	Underexpression	****	1.2e-05	4.92081875395237	Methylation	Stemness	0.313	NS	0.316	NS	0.577	NS	0.162	NS
ALDH3A2	LGG	0.178726436090215	0.00110214275471371	2.95776214997684	Overexpression	****	1.4e-157	156.853871964322	Methylation	Stemness	1.41e-05	Protective	7.07e-06	Protective	0.254	NS	5.28e-09	Protective
ALDH3A2	LIHC	-0.3829742705682	3.22576609541177e-14	13.4913671270757	Overexpression	****	2.7e-13	12.568636235841	Methylation	Stemness	0.934	NS	0.78	NS	0.0571	NS	0.311	NS
ALDH3A2	LIHC	-0.190825014315163	0.0168247103812206	1.77405240293877	Overexpression	****	2.7e-13	12.568636235841	Methylation	TMB	0.934	NS	0.78	NS	0.0571	NS	0.311	NS
ALDH3A2	LUAD	0.195085734614159	0.000967726957248393	3.01424716096381	Unchanged	ns	0.05	1.30102999566398	Methylation	TMB	0.0515	NS	0.0135	Risky	0.101	NS	0.0158	Risky
ALDH3A2	PAAD	-0.241980903554182	0.0320511968982839	1.49415574784207	Overexpression	*	0.047	1.32790214206428	Methylation	MSI	0.266	NS	0.115	NS	0.416	NS	0.192	NS
ALDH3A2	PAAD	-0.376970614631255	2.47921354647973e-05	4.60568606376727	Overexpression	*	0.047	1.32790214206428	Methylation	Stemness	0.266	NS	0.115	NS	0.416	NS	0.192	NS
ALDH3A2	PCPG	-0.326195689512527	0.000215926773308769	3.66569350505174	Underexpression	**	0.0032	2.49485002168009	Methylation	MSI	0.887	NS	0.0749	NS	0.29	NS	0.695	NS
ALDH3A2	PCPG	-0.269824623607846	0.00509187479650805	2.29312228370145	Underexpression	**	0.0032	2.49485002168009	Methylation	Stemness	0.887	NS	0.0749	NS	0.29	NS	0.695	NS
ALDH3A2	STAD	-0.168332603834452	0.0296501145036035	1.52797362512646	Overexpression	***	0.00011	3.95860731484178	Methylation	Stemness	0.943	NS	0.752	NS	0.627	NS	0.488	NS
ALDH3A2	STAD	-0.273325715100356	0.000472721250147758	3.32539487450166	Overexpression	***	0.00011	3.95860731484178	Methylation	MSI	0.943	NS	0.752	NS	0.627	NS	0.488	NS
ALDH3A2	TGCT	-0.400393664912402	9.070030837734e-06	5.04239123635391	Underexpression	****	8.5e-30	29.0705810742857	Methylation	Stemness	0.82	NS	0.885	NS	0.387	NS	0.392	NS
ALDH3A2	THCA	0.231889063432531	0.00490347084470804	2.30949640260522	Overexpression	****	1.2e-18	17.9208187539524	Methylation	Stemness	0.064	NS	0.75	NS	0.0853	NS	0.0403	Protective
ALDH3A2	THYM	0.332315733861892	9.89585683444095e-07	6.00454659636823	Overexpression	****	1.8e-40	39.7447274948967	Methylation	Stemness	0.0231	Protective	0.0109	Protective			0.289	NS
ALDH3B1	BLCA	-0.228338932325352	6.34200859024471e-05	4.19777317405706	Underexpression	***	0.00063	3.20065945054642	Methylation	Stemness	0.44	NS	0.809	NS	0.38	NS	0.931	NS
ALDH3B1	COAD	-0.332809341223282	7.05700674926881e-05	4.15137946720965	Overexpression	****	5.7e-24	23.2441251443275	Methylation	Stemness	0.257	NS	0.463	NS	0.753	NS	0.933	NS
ALDH3B1	ESCA	-0.27748809166479	0.0107775466271823	1.96748008957042	Unchanged	ns	0.06	1.22184874961636	Methylation	TMB	0.124	NS	0.176	NS	0.69	NS	0.817	NS
ALDH3B1	ESCA	-0.237533898681306	1.87971080490763e-07	6.72590896216921	Unchanged	ns	0.06	1.22184874961636	Methylation	Stemness	0.124	NS	0.176	NS	0.69	NS	0.817	NS
ALDH3B1	GBM	-0.442229217674528	0.00678488843308266	2.16845728924152	Overexpression	****	7.3e-74	73.1366771398795	Methylation	TMB	0.598	NS	0.502	NS			0.449	NS
