cancer_types	genes	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var	p.value_Cox_OS	Type_Cox_OS	p.value_Cox_DSS	Type_Cox_DSS	p.value_Cox_DFI	Type_Cox_DFI	p.value_Cox_PFI	Type_Cox_PFI	OS_log_rank_chisq	OS_p_val	OS_worst_prognosis_group	DSS_log_rank_chisq	DSS_p_val	DSS_worst_prognosis_group	DFI_log_rank_chisq	DFI_p_val	DFI_worst_prognosis_group	PFI_log_rank_chisq	PFI_p_val	PFI_worst_prognosis_group	immune_cells	cor	padj	Infiltrate_profile	Classification	Microenvironment_score_details
KIRC	SMARCC2	0.382320511259691	2.28808403027509e-11	10.6405280300474	Overexpression	*	0.031	1.50863830616573	Mutation	TMB	0.892	NS	0.996	NS	0.998	NS	0.996	NS	0.0223931418103328	0.881045979549552	NS	0.389387018791434	0.532621786734169	NS	0.0773499193730443	0.780921368138849	NS	1.0103374162609	0.314822018094765	NS	Macrophage M2_CIBERSORT	-0.115886747072534	0.751431222844427	pro-tumoral	dual	Anti-tumoral: 0.107145289858011 ( T cell CD4+ Th1_XCELL(0.107145289858011) ) pro-tumoral: -0.115886747072534 ( Macrophage M2_CIBERSORT(-0.115886747072534) ) dual: 0.235577829200195 ( B cell memory_CIBERSORT(0.109996933025541), T cell follicular helper_CIBERSORT(0.125580896174654) )
LGG	PEG10	0.575268265069652	0.0132040727097929	1.87929209284105	Underexpression	****	1.5e-15	14.8239087409443	Mutation	TMB	0.305	NS	0.35	NS		""	0.272	NS	1.15163623860222	0.283206889390462	NS	0.940277700401656	0.332206434454355	NS			""	1.24762895420215	0.264005817807779	NS	Granulocyte-monocyte progenitor_XCELL	0.102055707245352	0.636198323690424	pro-tumoral	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.102055707245352 ( Granulocyte-monocyte progenitor_XCELL(0.102055707245352) ) dual: 0 (  )
LIHC	ROBO2	0.32223093203704	2.87374752846568e-15	14.5415513892326	Unchanged	ns	0.21	0.677780705266081	Mutation	TMB	0.688	NS	0.611	NS	0.573	NS	0.499	NS	0.161961539261508	0.687356959021603	NS	0.259591651583546	0.610400834463121	NS	0.32034750042912	0.571398884744304	NS	0.462697968409384	0.496365766102012	NS	T cell CD4+ naive_CIBERSORT	0.108209926957312	1	dual	dual	Anti-tumoral: 0 (  ) pro-tumoral: 0 (  ) dual: 0.228741325578149 ( T cell CD4+ naive_CIBERSORT(0.108209926957312), NK cell resting_CIBERSORT(0.114480736188324), B cell memory_CIBERSORT(-0.109393172437847), Monocyte_CIBERSORT(0.11544383487036) )
LIHC	ROBO2	0.32223093203704	2.87374752846568e-15	14.5415513892326	Unchanged	ns	0.21	0.677780705266081	Mutation	TMB	0.688	NS	0.611	NS	0.573	NS	0.499	NS	0.161961539261508	0.687356959021603	NS	0.259591651583546	0.610400834463121	NS	0.32034750042912	0.571398884744304	NS	0.462697968409384	0.496365766102012	NS	NK cell resting_CIBERSORT	0.114480736188324	0.86266248479352	dual	dual	Anti-tumoral: 0 (  ) pro-tumoral: 0 (  ) dual: 0.228741325578149 ( T cell CD4+ naive_CIBERSORT(0.108209926957312), NK cell resting_CIBERSORT(0.114480736188324), B cell memory_CIBERSORT(-0.109393172437847), Monocyte_CIBERSORT(0.11544383487036) )
LIHC	ROBO2	0.32223093203704	2.87374752846568e-15	14.5415513892326	Unchanged	ns	0.21	0.677780705266081	Mutation	TMB	0.688	NS	0.611	NS	0.573	NS	0.499	NS	0.161961539261508	0.687356959021603	NS	0.259591651583546	0.610400834463121	NS	0.32034750042912	0.571398884744304	NS	0.462697968409384	0.496365766102012	NS	B cell memory_CIBERSORT	-0.109393172437847	1	dual	dual	Anti-tumoral: 0 (  ) pro-tumoral: 0 (  ) dual: 0.228741325578149 ( T cell CD4+ naive_CIBERSORT(0.108209926957312), NK cell resting_CIBERSORT(0.114480736188324), B cell memory_CIBERSORT(-0.109393172437847), Monocyte_CIBERSORT(0.11544383487036) )
LIHC	ROBO2	0.32223093203704	2.87374752846568e-15	14.5415513892326	Unchanged	ns	0.21	0.677780705266081	Mutation	TMB	0.688	NS	0.611	NS	0.573	NS	0.499	NS	0.161961539261508	0.687356959021603	NS	0.259591651583546	0.610400834463121	NS	0.32034750042912	0.571398884744304	NS	0.462697968409384	0.496365766102012	NS	Monocyte_CIBERSORT	0.11544383487036	0.853173259334975	dual	dual	Anti-tumoral: 0 (  ) pro-tumoral: 0 (  ) dual: 0.228741325578149 ( T cell CD4+ naive_CIBERSORT(0.108209926957312), NK cell resting_CIBERSORT(0.114480736188324), B cell memory_CIBERSORT(-0.109393172437847), Monocyte_CIBERSORT(0.11544383487036) )
LIHC	SMARCC2	0.187310052007548	3.41430848917207e-08	7.46669724212799	Unchanged	ns	0.16	0.795880017344075	Mutation	TMB	0.0494	Risky	0.241	NS	0.254	NS	0.789	NS	4.18801101801257	0.0407108342031067	MT	1.45130022576326	0.228319434842758	NS	1.3686835412771	0.242038198333953	NS	0.0721992901195063	0.788161124441591	NS	T cell follicular helper_CIBERSORT	0.172174029558333	0.0310267488882019	dual	anti-tumoral	Anti-tumoral: 0.190266798318727 ( Myeloid dendritic cell activated_CIBERSORT(0.190266798318727) ) pro-tumoral: -0.21648188063865 ( Endothelial cell_XCELL(-0.109285789636206), Hematopoietic stem cell_XCELL(-0.107196091002444) ) dual: 0.066844509149482 ( T cell follicular helper_CIBERSORT(0.172174029558333), Mast cell activated_CIBERSORT(-0.105329520408851) )
LIHC	SMARCC2	0.187310052007548	3.41430848917207e-08	7.46669724212799	Unchanged	ns	0.16	0.795880017344075	Mutation	TMB	0.0494	Risky	0.241	NS	0.254	NS	0.789	NS	4.18801101801257	0.0407108342031067	MT	1.45130022576326	0.228319434842758	NS	1.3686835412771	0.242038198333953	NS	0.0721992901195063	0.788161124441591	NS	Mast cell activated_CIBERSORT	-0.105329520408851	1	dual	anti-tumoral	Anti-tumoral: 0.190266798318727 ( Myeloid dendritic cell activated_CIBERSORT(0.190266798318727) ) pro-tumoral: -0.21648188063865 ( Endothelial cell_XCELL(-0.109285789636206), Hematopoietic stem cell_XCELL(-0.107196091002444) ) dual: 0.066844509149482 ( T cell follicular helper_CIBERSORT(0.172174029558333), Mast cell activated_CIBERSORT(-0.105329520408851) )
LIHC	SMARCC2	0.187310052007548	3.41430848917207e-08	7.46669724212799	Unchanged	ns	0.16	0.795880017344075	Mutation	TMB	0.0494	Risky	0.241	NS	0.254	NS	0.789	NS	4.18801101801257	0.0407108342031067	MT	1.45130022576326	0.228319434842758	NS	1.3686835412771	0.242038198333953	NS	0.0721992901195063	0.788161124441591	NS	Myeloid dendritic cell activated_CIBERSORT	0.190266798318727	0.00886753820196731	anti-tumoral	anti-tumoral	Anti-tumoral: 0.190266798318727 ( Myeloid dendritic cell activated_CIBERSORT(0.190266798318727) ) pro-tumoral: -0.21648188063865 ( Endothelial cell_XCELL(-0.109285789636206), Hematopoietic stem cell_XCELL(-0.107196091002444) ) dual: 0.066844509149482 ( T cell follicular helper_CIBERSORT(0.172174029558333), Mast cell activated_CIBERSORT(-0.105329520408851) )
LIHC	SMARCC2	0.187310052007548	3.41430848917207e-08	7.46669724212799	Unchanged	ns	0.16	0.795880017344075	Mutation	TMB	0.0494	Risky	0.241	NS	0.254	NS	0.789	NS	4.18801101801257	0.0407108342031067	MT	1.45130022576326	0.228319434842758	NS	1.3686835412771	0.242038198333953	NS	0.0721992901195063	0.788161124441591	NS	Endothelial cell_XCELL	-0.109285789636206	1	pro-tumoral	anti-tumoral	Anti-tumoral: 0.190266798318727 ( Myeloid dendritic cell activated_CIBERSORT(0.190266798318727) ) pro-tumoral: -0.21648188063865 ( Endothelial cell_XCELL(-0.109285789636206), Hematopoietic stem cell_XCELL(-0.107196091002444) ) dual: 0.066844509149482 ( T cell follicular helper_CIBERSORT(0.172174029558333), Mast cell activated_CIBERSORT(-0.105329520408851) )
LIHC	SMARCC2	0.187310052007548	3.41430848917207e-08	7.46669724212799	Unchanged	ns	0.16	0.795880017344075	Mutation	TMB	0.0494	Risky	0.241	NS	0.254	NS	0.789	NS	4.18801101801257	0.0407108342031067	MT	1.45130022576326	0.228319434842758	NS	1.3686835412771	0.242038198333953	NS	0.0721992901195063	0.788161124441591	NS	Hematopoietic stem cell_XCELL	-0.107196091002444	1	pro-tumoral	anti-tumoral	Anti-tumoral: 0.190266798318727 ( Myeloid dendritic cell activated_CIBERSORT(0.190266798318727) ) pro-tumoral: -0.21648188063865 ( Endothelial cell_XCELL(-0.109285789636206), Hematopoietic stem cell_XCELL(-0.107196091002444) ) dual: 0.066844509149482 ( T cell follicular helper_CIBERSORT(0.172174029558333), Mast cell activated_CIBERSORT(-0.105329520408851) )
LUAD	AGO2	0.187902830140733	1.67789151847555e-07	6.77523612124893	Underexpression	****	5.3e-24	23.2757241303992	Mutation	TMB	0.719	NS	0.871	NS	0.483	NS	0.245	NS	0.113384270738161	0.736323605319234	NS	0.0262622604896051	0.871261479607212	NS	0.452789269341657	0.501013342484345	NS	1.12345557323698	0.28917559455873	NS	T cell CD8+_CIBERSORT	0.10330761471944	0.485041206121071	anti-tumoral	anti-tumoral	Anti-tumoral: 0.10330761471944 ( T cell CD8+_CIBERSORT(0.10330761471944) ) pro-tumoral: 0.024830617426412 ( T cell regulatory (Tregs)_CIBERSORT(-0.103899997173436), T cell CD4+ Th2_XCELL(0.128730614599848) ) dual: -0.080588572332121 ( Eosinophil_CIBERSORT(0.138812192855592), Class-switched memory B cell_XCELL(-0.111638725686556), T cell CD4+ memory resting_CIBERSORT(-0.107762039501157) )
LUAD	AGO2	0.187902830140733	1.67789151847555e-07	6.77523612124893	Underexpression	****	5.3e-24	23.2757241303992	Mutation	TMB	0.719	NS	0.871	NS	0.483	NS	0.245	NS	0.113384270738161	0.736323605319234	NS	0.0262622604896051	0.871261479607212	NS	0.452789269341657	0.501013342484345	NS	1.12345557323698	0.28917559455873	NS	T cell regulatory (Tregs)_CIBERSORT	-0.103899997173436	0.485041206121071	pro-tumoral	anti-tumoral	Anti-tumoral: 0.10330761471944 ( T cell CD8+_CIBERSORT(0.10330761471944) ) pro-tumoral: 0.024830617426412 ( T cell regulatory (Tregs)_CIBERSORT(-0.103899997173436), T cell CD4+ Th2_XCELL(0.128730614599848) ) dual: -0.080588572332121 ( Eosinophil_CIBERSORT(0.138812192855592), Class-switched memory B cell_XCELL(-0.111638725686556), T cell CD4+ memory resting_CIBERSORT(-0.107762039501157) )
LUAD	AGO2	0.187902830140733	1.67789151847555e-07	6.77523612124893	Underexpression	****	5.3e-24	23.2757241303992	Mutation	TMB	0.719	NS	0.871	NS	0.483	NS	0.245	NS	0.113384270738161	0.736323605319234	NS	0.0262622604896051	0.871261479607212	NS	0.452789269341657	0.501013342484345	NS	1.12345557323698	0.28917559455873	NS	Eosinophil_CIBERSORT	0.138812192855592	0.050703093009247	dual	anti-tumoral	Anti-tumoral: 0.10330761471944 ( T cell CD8+_CIBERSORT(0.10330761471944) ) pro-tumoral: 0.024830617426412 ( T cell regulatory (Tregs)_CIBERSORT(-0.103899997173436), T cell CD4+ Th2_XCELL(0.128730614599848) ) dual: -0.080588572332121 ( Eosinophil_CIBERSORT(0.138812192855592), Class-switched memory B cell_XCELL(-0.111638725686556), T cell CD4+ memory resting_CIBERSORT(-0.107762039501157) )
LUAD	AGO2	0.187902830140733	1.67789151847555e-07	6.77523612124893	Underexpression	****	5.3e-24	23.2757241303992	Mutation	TMB	0.719	NS	0.871	NS	0.483	NS	0.245	NS	0.113384270738161	0.736323605319234	NS	0.0262622604896051	0.871261479607212	NS	0.452789269341657	0.501013342484345	NS	1.12345557323698	0.28917559455873	NS	Class-switched memory B cell_XCELL	-0.111638725686556	0.323306890145961	dual	anti-tumoral	Anti-tumoral: 0.10330761471944 ( T cell CD8+_CIBERSORT(0.10330761471944) ) pro-tumoral: 0.024830617426412 ( T cell regulatory (Tregs)_CIBERSORT(-0.103899997173436), T cell CD4+ Th2_XCELL(0.128730614599848) ) dual: -0.080588572332121 ( Eosinophil_CIBERSORT(0.138812192855592), Class-switched memory B cell_XCELL(-0.111638725686556), T cell CD4+ memory resting_CIBERSORT(-0.107762039501157) )
LUAD	AGO2	0.187902830140733	1.67789151847555e-07	6.77523612124893	Underexpression	****	5.3e-24	23.2757241303992	Mutation	TMB	0.719	NS	0.871	NS	0.483	NS	0.245	NS	0.113384270738161	0.736323605319234	NS	0.0262622604896051	0.871261479607212	NS	0.452789269341657	0.501013342484345	NS	1.12345557323698	0.28917559455873	NS	T cell CD4+ Th2_XCELL	0.128730614599848	0.104272537866023	pro-tumoral	anti-tumoral	Anti-tumoral: 0.10330761471944 ( T cell CD8+_CIBERSORT(0.10330761471944) ) pro-tumoral: 0.024830617426412 ( T cell regulatory (Tregs)_CIBERSORT(-0.103899997173436), T cell CD4+ Th2_XCELL(0.128730614599848) ) dual: -0.080588572332121 ( Eosinophil_CIBERSORT(0.138812192855592), Class-switched memory B cell_XCELL(-0.111638725686556), T cell CD4+ memory resting_CIBERSORT(-0.107762039501157) )
LUAD	AGO2	0.187902830140733	1.67789151847555e-07	6.77523612124893	Underexpression	****	5.3e-24	23.2757241303992	Mutation	TMB	0.719	NS	0.871	NS	0.483	NS	0.245	NS	0.113384270738161	0.736323605319234	NS	0.0262622604896051	0.871261479607212	NS	0.452789269341657	0.501013342484345	NS	1.12345557323698	0.28917559455873	NS	T cell CD4+ memory resting_CIBERSORT	-0.107762039501157	0.397888989960262	dual	anti-tumoral	Anti-tumoral: 0.10330761471944 ( T cell CD8+_CIBERSORT(0.10330761471944) ) pro-tumoral: 0.024830617426412 ( T cell regulatory (Tregs)_CIBERSORT(-0.103899997173436), T cell CD4+ Th2_XCELL(0.128730614599848) ) dual: -0.080588572332121 ( Eosinophil_CIBERSORT(0.138812192855592), Class-switched memory B cell_XCELL(-0.111638725686556), T cell CD4+ memory resting_CIBERSORT(-0.107762039501157) )
LUAD	IL7R	0.243117212933141	4.91574653318646e-39	38.3084105183967	Underexpression	****	3.5e-110	109.45593195565	Mutation	TMB	0.925	NS	0.816	NS	0.785	NS	0.359	NS	0.00328072220514512	0.954324072401977	NS	0.048790929184504	0.825180662424916	NS	0.11307567320149	0.736669333160007	NS	0.658379700910281	0.417132553200685	NS	Mast cell activated_CIBERSORT	-0.106798213850789	0.438689647553662	dual	anti-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: -0.119073758373737 ( Granulocyte-monocyte progenitor_XCELL(-0.119073758373737) ) dual: -0.127371956625595 ( Mast cell activated_CIBERSORT(-0.106798213850789), T cell follicular helper_CIBERSORT(0.101584481736664), Myeloid dendritic cell resting_CIBERSORT(-0.12215822451147) )
LUAD	IL7R	0.243117212933141	4.91574653318646e-39	38.3084105183967	Underexpression	****	3.5e-110	109.45593195565	Mutation	TMB	0.925	NS	0.816	NS	0.785	NS	0.359	NS	0.00328072220514512	0.954324072401977	NS	0.048790929184504	0.825180662424916	NS	0.11307567320149	0.736669333160007	NS	0.658379700910281	0.417132553200685	NS	T cell follicular helper_CIBERSORT	0.101584481736664	0.579600613800183	dual	anti-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: -0.119073758373737 ( Granulocyte-monocyte progenitor_XCELL(-0.119073758373737) ) dual: -0.127371956625595 ( Mast cell activated_CIBERSORT(-0.106798213850789), T cell follicular helper_CIBERSORT(0.101584481736664), Myeloid dendritic cell resting_CIBERSORT(-0.12215822451147) )
LUAD	IL7R	0.243117212933141	4.91574653318646e-39	38.3084105183967	Underexpression	****	3.5e-110	109.45593195565	Mutation	TMB	0.925	NS	0.816	NS	0.785	NS	0.359	NS	0.00328072220514512	0.954324072401977	NS	0.048790929184504	0.825180662424916	NS	0.11307567320149	0.736669333160007	NS	0.658379700910281	0.417132553200685	NS	Granulocyte-monocyte progenitor_XCELL	-0.119073758373737	0.205269580339545	pro-tumoral	anti-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: -0.119073758373737 ( Granulocyte-monocyte progenitor_XCELL(-0.119073758373737) ) dual: -0.127371956625595 ( Mast cell activated_CIBERSORT(-0.106798213850789), T cell follicular helper_CIBERSORT(0.101584481736664), Myeloid dendritic cell resting_CIBERSORT(-0.12215822451147) )
LUAD	IL7R	0.243117212933141	4.91574653318646e-39	38.3084105183967	Underexpression	****	3.5e-110	109.45593195565	Mutation	TMB	0.925	NS	0.816	NS	0.785	NS	0.359	NS	0.00328072220514512	0.954324072401977	NS	0.048790929184504	0.825180662424916	NS	0.11307567320149	0.736669333160007	NS	0.658379700910281	0.417132553200685	NS	Myeloid dendritic cell resting_CIBERSORT	-0.12215822451147	0.172091077589358	dual	anti-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: -0.119073758373737 ( Granulocyte-monocyte progenitor_XCELL(-0.119073758373737) ) dual: -0.127371956625595 ( Mast cell activated_CIBERSORT(-0.106798213850789), T cell follicular helper_CIBERSORT(0.101584481736664), Myeloid dendritic cell resting_CIBERSORT(-0.12215822451147) )
LUAD	NLRP3	0.36605508132342	2.08399116213495e-30	29.6811041271403	Underexpression	****	8.4e-68	67.0757207139381	Mutation	TMB	0.921	NS	0.672	NS	0.785	NS	0.867	NS	0.000262289560091135	0.987078540252432	NS	0.143896946214259	0.704437248761559	NS	0.230000179580642	0.63152369533433	NS	0.00129813310327038	0.97125874551876	NS	Monocyte_CIBERSORT	-0.119820947476689	0.160265200563567	dual	anti-tumoral	Anti-tumoral: 0.366952236541144 ( T cell CD4+ Th1_XCELL(0.156610154717833), Macrophage M1_CIBERSORT(0.104790351802765), NK cell activated_CIBERSORT(0.105551730020546) ) pro-tumoral: -0.166953834997261 ( T cell CD4+ Th2_XCELL(0.116336644147893), Hematopoietic stem cell_XCELL(-0.168329219791041), Granulocyte-monocyte progenitor_XCELL(-0.114961259354113) ) dual: -0.19216777103758 ( Monocyte_CIBERSORT(-0.119820947476689), T cell CD4+ memory resting_CIBERSORT(-0.192595305869265), Macrophage M0_CIBERSORT(0.149593268367471), Myeloid dendritic cell resting_CIBERSORT(-0.153553677270522), T cell follicular helper_CIBERSORT(0.124208891211425) )
LUAD	NLRP3	0.36605508132342	2.08399116213495e-30	29.6811041271403	Underexpression	****	8.4e-68	67.0757207139381	Mutation	TMB	0.921	NS	0.672	NS	0.785	NS	0.867	NS	0.000262289560091135	0.987078540252432	NS	0.143896946214259	0.704437248761559	NS	0.230000179580642	0.63152369533433	NS	0.00129813310327038	0.97125874551876	NS	T cell CD4+ memory resting_CIBERSORT	-0.192595305869265	0.000372865096417332	dual	anti-tumoral	Anti-tumoral: 0.366952236541144 ( T cell CD4+ Th1_XCELL(0.156610154717833), Macrophage M1_CIBERSORT(0.104790351802765), NK cell activated_CIBERSORT(0.105551730020546) ) pro-tumoral: -0.166953834997261 ( T cell CD4+ Th2_XCELL(0.116336644147893), Hematopoietic stem cell_XCELL(-0.168329219791041), Granulocyte-monocyte progenitor_XCELL(-0.114961259354113) ) dual: -0.19216777103758 ( Monocyte_CIBERSORT(-0.119820947476689), T cell CD4+ memory resting_CIBERSORT(-0.192595305869265), Macrophage M0_CIBERSORT(0.149593268367471), Myeloid dendritic cell resting_CIBERSORT(-0.153553677270522), T cell follicular helper_CIBERSORT(0.124208891211425) )
LUAD	NLRP3	0.36605508132342	2.08399116213495e-30	29.6811041271403	Underexpression	****	8.4e-68	67.0757207139381	Mutation	TMB	0.921	NS	0.672	NS	0.785	NS	0.867	NS	0.000262289560091135	0.987078540252432	NS	0.143896946214259	0.704437248761559	NS	0.230000179580642	0.63152369533433	NS	0.00129813310327038	0.97125874551876	NS	T cell CD4+ Th2_XCELL	0.116336644147893	0.193811426754979	pro-tumoral	anti-tumoral	Anti-tumoral: 0.366952236541144 ( T cell CD4+ Th1_XCELL(0.156610154717833), Macrophage M1_CIBERSORT(0.104790351802765), NK cell activated_CIBERSORT(0.105551730020546) ) pro-tumoral: -0.166953834997261 ( T cell CD4+ Th2_XCELL(0.116336644147893), Hematopoietic stem cell_XCELL(-0.168329219791041), Granulocyte-monocyte progenitor_XCELL(-0.114961259354113) ) dual: -0.19216777103758 ( Monocyte_CIBERSORT(-0.119820947476689), T cell CD4+ memory resting_CIBERSORT(-0.192595305869265), Macrophage M0_CIBERSORT(0.149593268367471), Myeloid dendritic cell resting_CIBERSORT(-0.153553677270522), T cell follicular helper_CIBERSORT(0.124208891211425) )
LUAD	NLRP3	0.36605508132342	2.08399116213495e-30	29.6811041271403	Underexpression	****	8.4e-68	67.0757207139381	Mutation	TMB	0.921	NS	0.672	NS	0.785	NS	0.867	NS	0.000262289560091135	0.987078540252432	NS	0.143896946214259	0.704437248761559	NS	0.230000179580642	0.63152369533433	NS	0.00129813310327038	0.97125874551876	NS	Macrophage M0_CIBERSORT	0.149593268367471	0.0184064677206847	dual	anti-tumoral	Anti-tumoral: 0.366952236541144 ( T cell CD4+ Th1_XCELL(0.156610154717833), Macrophage M1_CIBERSORT(0.104790351802765), NK cell activated_CIBERSORT(0.105551730020546) ) pro-tumoral: -0.166953834997261 ( T cell CD4+ Th2_XCELL(0.116336644147893), Hematopoietic stem cell_XCELL(-0.168329219791041), Granulocyte-monocyte progenitor_XCELL(-0.114961259354113) ) dual: -0.19216777103758 ( Monocyte_CIBERSORT(-0.119820947476689), T cell CD4+ memory resting_CIBERSORT(-0.192595305869265), Macrophage M0_CIBERSORT(0.149593268367471), Myeloid dendritic cell resting_CIBERSORT(-0.153553677270522), T cell follicular helper_CIBERSORT(0.124208891211425) )
LUAD	NLRP3	0.36605508132342	2.08399116213495e-30	29.6811041271403	Underexpression	****	8.4e-68	67.0757207139381	Mutation	TMB	0.921	NS	0.672	NS	0.785	NS	0.867	NS	0.000262289560091135	0.987078540252432	NS	0.143896946214259	0.704437248761559	NS	0.230000179580642	0.63152369533433	NS	0.00129813310327038	0.97125874551876	NS	Hematopoietic stem cell_XCELL	-0.168329219791041	0.00398197688587135	pro-tumoral	anti-tumoral	Anti-tumoral: 0.366952236541144 ( T cell CD4+ Th1_XCELL(0.156610154717833), Macrophage M1_CIBERSORT(0.104790351802765), NK cell activated_CIBERSORT(0.105551730020546) ) pro-tumoral: -0.166953834997261 ( T cell CD4+ Th2_XCELL(0.116336644147893), Hematopoietic stem cell_XCELL(-0.168329219791041), Granulocyte-monocyte progenitor_XCELL(-0.114961259354113) ) dual: -0.19216777103758 ( Monocyte_CIBERSORT(-0.119820947476689), T cell CD4+ memory resting_CIBERSORT(-0.192595305869265), Macrophage M0_CIBERSORT(0.149593268367471), Myeloid dendritic cell resting_CIBERSORT(-0.153553677270522), T cell follicular helper_CIBERSORT(0.124208891211425) )
LUAD	NLRP3	0.36605508132342	2.08399116213495e-30	29.6811041271403	Underexpression	****	8.4e-68	67.0757207139381	Mutation	TMB	0.921	NS	0.672	NS	0.785	NS	0.867	NS	0.000262289560091135	0.987078540252432	NS	0.143896946214259	0.704437248761559	NS	0.230000179580642	0.63152369533433	NS	0.00129813310327038	0.97125874551876	NS	Granulocyte-monocyte progenitor_XCELL	-0.114961259354113	0.202617539118644	pro-tumoral	anti-tumoral	Anti-tumoral: 0.366952236541144 ( T cell CD4+ Th1_XCELL(0.156610154717833), Macrophage M1_CIBERSORT(0.104790351802765), NK cell activated_CIBERSORT(0.105551730020546) ) pro-tumoral: -0.166953834997261 ( T cell CD4+ Th2_XCELL(0.116336644147893), Hematopoietic stem cell_XCELL(-0.168329219791041), Granulocyte-monocyte progenitor_XCELL(-0.114961259354113) ) dual: -0.19216777103758 ( Monocyte_CIBERSORT(-0.119820947476689), T cell CD4+ memory resting_CIBERSORT(-0.192595305869265), Macrophage M0_CIBERSORT(0.149593268367471), Myeloid dendritic cell resting_CIBERSORT(-0.153553677270522), T cell follicular helper_CIBERSORT(0.124208891211425) )
LUAD	NLRP3	0.36605508132342	2.08399116213495e-30	29.6811041271403	Underexpression	****	8.4e-68	67.0757207139381	Mutation	TMB	0.921	NS	0.672	NS	0.785	NS	0.867	NS	0.000262289560091135	0.987078540252432	NS	0.143896946214259	0.704437248761559	NS	0.230000179580642	0.63152369533433	NS	0.00129813310327038	0.97125874551876	NS	T cell CD4+ Th1_XCELL	0.156610154717833	0.010968833148405	anti-tumoral	anti-tumoral	Anti-tumoral: 0.366952236541144 ( T cell CD4+ Th1_XCELL(0.156610154717833), Macrophage M1_CIBERSORT(0.104790351802765), NK cell activated_CIBERSORT(0.105551730020546) ) pro-tumoral: -0.166953834997261 ( T cell CD4+ Th2_XCELL(0.116336644147893), Hematopoietic stem cell_XCELL(-0.168329219791041), Granulocyte-monocyte progenitor_XCELL(-0.114961259354113) ) dual: -0.19216777103758 ( Monocyte_CIBERSORT(-0.119820947476689), T cell CD4+ memory resting_CIBERSORT(-0.192595305869265), Macrophage M0_CIBERSORT(0.149593268367471), Myeloid dendritic cell resting_CIBERSORT(-0.153553677270522), T cell follicular helper_CIBERSORT(0.124208891211425) )
LUAD	NLRP3	0.36605508132342	2.08399116213495e-30	29.6811041271403	Underexpression	****	8.4e-68	67.0757207139381	Mutation	TMB	0.921	NS	0.672	NS	0.785	NS	0.867	NS	0.000262289560091135	0.987078540252432	NS	0.143896946214259	0.704437248761559	NS	0.230000179580642	0.63152369533433	NS	0.00129813310327038	0.97125874551876	NS	Myeloid dendritic cell resting_CIBERSORT	-0.153553677270522	0.0137277215134164	dual	anti-tumoral	Anti-tumoral: 0.366952236541144 ( T cell CD4+ Th1_XCELL(0.156610154717833), Macrophage M1_CIBERSORT(0.104790351802765), NK cell activated_CIBERSORT(0.105551730020546) ) pro-tumoral: -0.166953834997261 ( T cell CD4+ Th2_XCELL(0.116336644147893), Hematopoietic stem cell_XCELL(-0.168329219791041), Granulocyte-monocyte progenitor_XCELL(-0.114961259354113) ) dual: -0.19216777103758 ( Monocyte_CIBERSORT(-0.119820947476689), T cell CD4+ memory resting_CIBERSORT(-0.192595305869265), Macrophage M0_CIBERSORT(0.149593268367471), Myeloid dendritic cell resting_CIBERSORT(-0.153553677270522), T cell follicular helper_CIBERSORT(0.124208891211425) )
LUAD	NLRP3	0.36605508132342	2.08399116213495e-30	29.6811041271403	Underexpression	****	8.4e-68	67.0757207139381	Mutation	TMB	0.921	NS	0.672	NS	0.785	NS	0.867	NS	0.000262289560091135	0.987078540252432	NS	0.143896946214259	0.704437248761559	NS	0.230000179580642	0.63152369533433	NS	0.00129813310327038	0.97125874551876	NS	T cell follicular helper_CIBERSORT	0.124208891211425	0.123430365564925	dual	anti-tumoral	Anti-tumoral: 0.366952236541144 ( T cell CD4+ Th1_XCELL(0.156610154717833), Macrophage M1_CIBERSORT(0.104790351802765), NK cell activated_CIBERSORT(0.105551730020546) ) pro-tumoral: -0.166953834997261 ( T cell CD4+ Th2_XCELL(0.116336644147893), Hematopoietic stem cell_XCELL(-0.168329219791041), Granulocyte-monocyte progenitor_XCELL(-0.114961259354113) ) dual: -0.19216777103758 ( Monocyte_CIBERSORT(-0.119820947476689), T cell CD4+ memory resting_CIBERSORT(-0.192595305869265), Macrophage M0_CIBERSORT(0.149593268367471), Myeloid dendritic cell resting_CIBERSORT(-0.153553677270522), T cell follicular helper_CIBERSORT(0.124208891211425) )
