genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var
LINC00882	HNSC	-0.137033606243593	0.035810947893611	1.44598418333	Unchanged	ns	0.31	0.508638306165727	Methylation	MSI
LINC00882	LUAD	-0.154374404917615	0.024050123010854	1.61888269796797	Underexpression	****	4.2e-55	54.3767507096021	Methylation	MSI
LINC00882	PAAD	-0.472963030133354	1.93230548204002e-09	8.71392421400915	Overexpression	****	7e-45	44.1549019599857	Methylation	MSI
LINC00882	PCPG	-0.235046202110508	0.0327470955400913	1.48482721313321	Overexpression	*	0.032	1.49485002168009	Methylation	MSI
LINC00885	BRCA	-0.141586702850773	8.71058066071347e-05	4.05995289328875	Overexpression	****	3.1e-13	12.5086383061657	Methylation	MSI
LINC00885	BLCA	-0.233540736637798	0.00373906778030056	2.42723666206062	Overexpression	***	0.00036	3.44369749923271	Methylation	MSI
LINC00885	HNSC	-0.157188884123032	0.00641821170376685	2.19258596186479	Unchanged	ns	0.15	0.823908740944319	Methylation	MSI
LINC00885	LUAD	-0.247032485046337	3.41168485502425e-06	5.46703109240635	Overexpression	****	3e-11	10.5228787452803	Methylation	MSI
LINC00885	LUSC	-0.2545264369221	0.000276193880112286	3.5587859487223	Overexpression	****	3.7e-101	100.431798275933	Methylation	MSI
LINC00885	PCPG	-0.297069700738824	0.00118751455626175	2.92536105819538	Unchanged	ns	0.48	0.318758762624413	Methylation	MSI
LINC00887	BRCA	-0.128422378941655	0.0155639997846901	1.80787878387626	Unchanged	ns	0.3	0.522878745280338	Methylation	MSI
LINC00887	COAD	0.306052108618696	0.000124207645827304	3.90585166955071	Unchanged	ns	0.4	0.397940008672038	Methylation	MSI
LINC00887	LUAD	-0.262964875500448	4.77481658346018e-07	6.32104330645114	Overexpression	****	2.3e-43	42.6382721639824	Methylation	MSI
LINC00899	STAD	-0.246586624489293	0.00308078820728424	2.51133815678509	Underexpression	****	3.8e-26	25.4202164033832	Methylation	MSI
LINC00908	COAD	0.331287990633911	0.0256739925495543	1.59050658916218	Underexpression	****	5.4e-70	69.267606240177	Methylation	MSI
LINC00908	BLCA	-0.163407124882805	0.0481515467182167	1.31738975796005	Underexpression	****	2.6e-15	14.5850266520292	Methylation	MSI
LINC00908	LUAD	-0.176230889860176	1.84173653540502e-05	4.73477249650806	Underexpression	****	1.7e-26	25.7695510786217	Methylation	MSI
LINC00908	LUSC	-0.227898943901636	0.0194990815468372	1.70998584445976	Underexpression	****	6e-39	38.2218487496164	Methylation	MSI
LINC00908	KIRP	0.193653745546903	0.032837302522404	1.48363252596646	Underexpression	**	0.0028	2.55284196865778	Methylation	MSI
LINC00908	CESC	-0.170112320510528	0.00419203455192957	2.37757514643213	Underexpression	****	1.1e-08	7.95860731484177	Methylation	MSI
LINC00908	LIHC	-0.154075901119105	0.00221872962309013	2.65389561816203	Underexpression	*	0.049	1.30980391997149	Methylation	MSI
LINC00921	STAD	-0.221183783139645	0.00110662198105525	2.95600070755744	Underexpression	****	2.5e-07	6.60205999132796	Methylation	MSI
LINC00921	CESC	-0.230172629355631	0.0140321480948872	1.85287584042238	Underexpression	****	1.1e-08	7.95860731484177	Methylation	MSI
LINC00922	COAD	0.298088597966875	0.000194369420321312	3.71137206055357	Overexpression	****	3.2e-40	39.4948500216801	Methylation	MSI
LINC00922	BLCA	-0.22468570171708	0.000201675560335785	3.69534672773865	Overexpression	***	0.00014	3.85387196432176	Methylation	MSI
LINC00922	HNSC	-0.182841871362029	0.0212495527445657	1.67265020644244	Overexpression	****	2.6e-10	9.58502665202918	Methylation	MSI
LINC00922	LUAD	-0.204159288185844	0.000567189700762947	3.24627166383068	Underexpression	****	3.9e-44	43.4089353929735	Methylation	MSI
LINC00922	PAAD	-0.437899356941176	0.000123799520130994	3.90728103871546	Overexpression	****	2.2e-55	54.6575773191778	Methylation	MSI
LINC00922	GBM	-0.403808805989338	0.000295424252566175	3.52955385457819	Overexpression	****	9.6e-22	21.0177287669604	Methylation	MSI
LINC00922	LGG	-0.197785805026184	6.02359478191429e-08	7.22014425159783	Overexpression	****	4e-37	36.397940008672	Methylation	MSI
LINC00924	PAAD	0.268363575864124	0.00963870586362164	2.01598127253047	Overexpression	****	7.1e-25	24.1487416512809	Methylation	MSI
LINC00926	PAAD	0.327922287618134	0.000309830633919686	3.50887564440591	Overexpression	****	6.2e-15	14.2076083105017	Methylation	MSI
LINC00926	PRAD	0.183861235707074	0.000485228427257274	3.31405376378378	Underexpression	****	8.6e-23	22.0655015487564	Methylation	MSI
LINC00941	BRCA	0.144802489838202	0.00321502011298767	2.49281630580905	Underexpression	****	2e-06	5.69897000433602	Methylation	MSI
LINC00943	COAD	0.234778700642147	0.0156899562961133	1.80437826612519	Underexpression	****	1.7e-08	7.76955107862173	Methylation	MSI
LINC00943	BLCA	-0.16904990671213	0.0107893241049697	1.9670057607551	Unchanged	ns	0.63	0.200659450546418	Methylation	MSI
LINC00943	LUAD	-0.194503471322976	1.81241152563712e-07	6.74174318468272	Underexpression	****	3.2e-24	23.4948500216801	Methylation	MSI
LINC00943	PAAD	-0.253753721628972	0.00082257728618219	3.08482328683016	Overexpression	****	2.8e-08	7.55284196865778	Methylation	MSI
LINC00943	STAD	0.304452683303323	0.0156899562961133	1.80437826612519	Overexpression	****	6.9e-05	4.16115090926274	Methylation	MSI
LINC00943	KIRP	0.332368936832492	0.0091434271730101	2.03889098989552	Unchanged	ns	0.12	0.920818753952375	Methylation	MSI
LINC00943	PCPG	-0.260704020793271	4.35148216955496e-05	4.36136279168429	Unchanged	ns	0.95	0.0222763947111523	Methylation	MSI
LINC00958	BLCA	-0.167321852064132	0.0195333384664011	1.70922352457549	Overexpression	****	1.5e-05	4.82390874094432	Methylation	MSI
LINC00958	HNSC	-0.225771690984099	5.104761918449e-06	5.29202450821272	Overexpression	****	6.3e-16	15.2006594505464	Methylation	MSI
LINC00958	PAAD	-0.549999576327336	2.19545734855418e-13	12.6584749955751	Overexpression	****	7.8e-27	26.1079053973095	Methylation	MSI
LINC00958	STAD	-0.415680792664046	0.00173366469562874	2.7610348947026	Overexpression	**	0.001	3	Methylation	MSI
LINC00958	PCPG	-0.290693645564526	6.84265833113323e-10	9.16477514473378	Unchanged	ns	0.35	0.455931955649724	Methylation	MSI
LINC00960	STAD	0.313494421258355	2.15602167024041e-05	4.66634687835611	Overexpression	**	0.0072	2.14266750356873	Methylation	MSI
LINC00963	HNSC	-0.202504477200628	0.00371033908678739	2.43058639852747	Unchanged	ns	0.93	0.0315170514460649	Methylation	MSI
LINC00963	LUAD	-0.167579172565025	8.87320175598385e-05	4.05191964352171	Underexpression	****	5.7e-51	50.2441251443275	Methylation	MSI
LINC00963	LUSC	-0.203645096641598	0.00858929706475751	2.06604237672621	Underexpression	****	1.1e-92	91.9586073148418	Methylation	MSI
LINC00963	GBM	-0.463499739339931	0.0105947451500122	1.97490948551048	Overexpression	****	7.3e-77	76.1366771398795	Methylation	MSI
LINC00963	PCPG	-0.249074451602062	0.0157418568028424	1.80294404251902	Underexpression	**	0.0087	2.06048074738138	Methylation	MSI
LINC00968	COAD	0.239659865147332	0.00948284748383153	2.02306123430452	Underexpression	****	8.7e-24	23.0604807473814	Methylation	MSI
LINC00968	PAAD	-0.342973123025138	0.0345165003043865	1.46197324469331	Overexpression	****	5.6e-35	34.2518119729938	Methylation	MSI
LINC00968	KIRP	0.185023904869692	0.000114999403044264	3.93930441403991	Overexpression	**	0.0091	2.04095860767891	Methylation	MSI
LINC00987	STAD	0.218041548077801	0.0175876699507878	1.75479169292136	Unchanged	ns	0.072	1.14266750356873	Methylation	MSI
LINC00992	LUAD	-0.194932424597848	0.0238027144643075	1.62337351312635	Overexpression	****	1.9e-07	6.72124639904717	Methylation	MSI
LINC00992	GBM	-0.408496288220123	0.000865500566853466	3.0627326433504	Unchanged	ns	0.37	0.431798275933005	Methylation	MSI
LINC00997	BLCA	0.275593753046713	9.17917063604889e-07	6.03719655675725	Underexpression	*	0.039	1.4089353929735	Methylation	MSI
LINC00997	LUAD	0.340738758697729	4.34252155797345e-12	11.362258016868	Unchanged	ns	0.74	0.130768280269024	Methylation	MSI
LINC00997	LUSC	0.359529711637222	8.24039071480512e-09	8.08405219591684	Underexpression	****	4.7e-34	33.3279021420643	Methylation	MSI
LINC00997	PAAD	0.281623969948892	0.00374095047733759	2.42701804094945	Overexpression	****	4.2e-23	22.3767507096021	Methylation	MSI
LINC00997	STAD	0.197506695105619	0.00055288507679232	3.25736513217053	Overexpression	****	5.2e-36	35.2839966563652	Methylation	MSI
LINC00997	PCPG	-0.308696747469766	2.28643733341874e-05	4.64084069724564	Overexpression	*	0.018	1.74472749489669	Methylation	MSI
LINC00997	UCEC	-0.866334090047643	0.037652703049896	1.4242038407776	Underexpression	****	1.8e-30	29.7447274948967	Methylation	MSI
LINC00997	SKCM	0.446401117451704	0.00954329940551009	2.02030145067563	Overexpression	****	3.3e-87	86.4814860601221	Methylation	MSI
LINC01003	SKCM	-0.338382359996334	0.0308603287948645	1.51059945114926	Unchanged	ns	0.47	0.327902142064283	Methylation	MSI
LINC01003	LIHC	0.15781707558726	0.00735122278786078	2.13364041522177	Overexpression	****	1.9e-17	16.7212463990472	Methylation	MSI
LINC01016	BLCA	-0.188071928245764	0.00414791176514144	2.38217049054716	Underexpression	***	0.00028	3.55284196865778	Methylation	MSI
LINC01016	HNSC	-0.200190079352438	0.000273311373578692	3.563342295202	Underexpression	**	0.0051	2.29242982390206	Methylation	MSI
LINC01016	LUAD	-0.296379611260971	0.000109886805144025	3.95905445313768	Underexpression	****	6.8e-22	21.1674910872938	Methylation	MSI
LINC01016	PAAD	-0.339951366321504	4.96765446424795e-09	8.30384862005557	Underexpression	**	0.0098	2.00877392430751	Methylation	MSI
LINC01016	CESC	-0.245806333634815	0.000128652564929829	3.89058155089345	Underexpression	****	5.7e-10	9.24412514432751	Methylation	MSI
LINC01018	COAD	0.34094041449828	8.31882331137823e-06	5.07993809985302	Underexpression	****	7.5e-45	44.1249387366083	Methylation	MSI
LINC01018	HNSC	-0.136786743850235	0.0365018107595376	1.43768559079368	Underexpression	*	0.022	1.65757731917779	Methylation	MSI
LINC01018	LUAD	-0.164537663078532	0.00209139946284524	2.67956300786126	Overexpression	****	4.4e-19	18.3565473235138	Methylation	MSI
LINC01018	STAD	0.204377631500318	0.010963993392384	1.96003123486658	Underexpression	****	1e-33	33	Methylation	MSI
LINC01018	KIRP	0.228324457113907	0.0326925691894396	1.4855509484636	Underexpression	****	1.1e-17	16.9586073148418	Methylation	MSI
LINC01023	COAD	0.240508911319499	0.0094442597700308	2.02483207589876	Underexpression	****	3.5e-19	18.4559319556497	Methylation	MSI
LINC01082	COAD	0.378745507468182	0.00946070845501901	2.02407634070338	Underexpression	****	8.8e-70	69.0555173278498	Methylation	MSI
LINC01082	BLCA	-0.17658822320738	2.58131192722345e-07	6.58815951188909	Underexpression	****	1.9e-17	16.7212463990472	Methylation	MSI
LINC01082	HNSC	-0.135641912974959	0.0356713906395335	1.44767995947849	Underexpression	****	1.5e-08	7.82390874094432	Methylation	MSI
LINC01082	LUAD	-0.270953818285675	0.00119292506065492	2.92338683777667	Underexpression	****	2.7e-122	121.568636235841	Methylation	MSI
LINC01082	PAAD	-0.428192856688626	1.62015051856833e-07	6.79044463586045	Underexpression	****	2.6e-05	4.58502665202918	Methylation	MSI
LINC01082	KIRP	0.234658310734466	1.45975370065742e-07	6.83572041508468	Unchanged	ns	0.92	0.0362121726544447	Methylation	MSI
LINC01082	PCPG	-0.275780272270628	0.00385579026452925	2.41388659754797	Unchanged	ns	0.88	0.0555173278498314	Methylation	MSI
LINC01087	STAD	0.224778891244566	1.12201409445587e-06	5.95000168754869	Overexpression	****	1.1e-26	25.9586073148418	Methylation	MSI
LINC01087	KIRP	0.315170103221033	0.011366925114089	1.94435700115121	Underexpression	*	0.04	1.39794000867204	Methylation	MSI
LINC01088	LUAD	-0.183403273832337	0.00236079870464478	2.62694104180265	Underexpression	****	5.3e-76	75.2757241303992	Methylation	MSI
LINC01088	PAAD	-0.349956722741872	7.13239643422277e-05	4.14676452578685	Overexpression	****	2.9e-08	7.53760200210104	Methylation	MSI
LINC01088	STAD	-0.24105687967987	0.0196453283875186	1.70674070720874	Underexpression	****	1.3e-06	5.88605664769316	Methylation	MSI
LINC01088	PCPG	-0.244599850142161	0.00400843356426884	2.39702530999862	Underexpression	**	0.005	2.30102999566398	Methylation	MSI
LINC01088	UCEC	0.871435968302466	0.00949640754688439	2.02244065551461	Underexpression	****	1.2e-40	39.9208187539524	Methylation	MSI
LINC01089	BRCA	-0.150655735054417	7.99168589887662e-08	7.09736159373419	Underexpression	****	3.1e-47	46.5086383061657	Methylation	MSI
LINC01089	BLCA	-0.29568449744785	0.00132530428401968	2.87768439818067	Unchanged	ns	0.91	0.0409586076789064	Methylation	MSI
LINC01089	HNSC	-0.133655741375917	0.0390638820040229	1.40822460054758	Overexpression	****	2.1e-05	4.67778070526608	Methylation	MSI
LINC01089	LUAD	-0.285445612767369	0.0324238240437238	1.48913576607142	Underexpression	****	3.6e-77	76.4436974992327	Methylation	MSI
LINC01089	LUSC	-0.394682849227346	2.26424464090313e-08	7.64507665148802	Underexpression	****	3.5e-66	65.4559319556497	Methylation	MSI
LINC01089	PAAD	-0.349390357917276	9.76342125776592e-11	10.0103979719841	Unchanged	ns	0.062	1.20760831050175	Methylation	MSI
LINC01089	KIRP	-0.182496361270872	6.4498324324257e-05	4.19045156825127	Underexpression	*	0.019	1.72124639904717	Methylation	MSI
LINC01089	SKCM	-0.406855635050177	0.00021516922756659	3.6672198392028	Underexpression	****	1.4e-130	129.853871964322	Methylation	MSI
LINC01091	HNSC	-0.170750570211664	0.0022721860034638	2.64355611971653	Underexpression	****	7.4e-08	7.13076828026902	Methylation	MSI
LINC01091	STAD	-0.401835607479212	0.0171817903070216	1.76493158556002	Overexpression	****	2.9e-22	21.537602002101	Methylation	MSI
LINC01091	PCPG	-0.249325694931683	3.59881848428798e-09	8.4438400575594	Unchanged	ns	0.066	1.18045606445813	Methylation	MSI
LINC01094	LUAD	-0.145897108831046	0.014973177561707	1.82468602523641	Overexpression	****	8.5e-05	4.07058107428571	Methylation	MSI
LINC01094	LUSC	-0.261538287169336	0.0404545193168487	1.39303295477521	Unchanged	ns	0.1	1	Methylation	MSI
LINC01094	PAAD	-0.336393830588428	0.000170159567949529	3.76914362581674	Overexpression	****	1.2e-49	48.9208187539524	Methylation	MSI
LINC01094	PCPG	-0.327579479876643	0.000170734547517778	3.76767859207654	Unchanged	ns	0.81	0.0915149811213502	Methylation	MSI
LINC01094	CESC	-0.191707645400097	0.000179732919195813	3.74537237188517	Overexpression	*	0.035	1.45593195564972	Methylation	MSI
LINC01111	BLCA	-0.166151184968988	0.0245594091453097	1.60978208574009	Unchanged	ns	0.45	0.346787486224656	Methylation	MSI
LINC01111	LUSC	-0.190187813001441	0.025830051055767	1.58787473539788	Unchanged	ns	0.41	0.387216143280265	Methylation	MSI
LINC01111	PAAD	-0.56867262037267	1.67845919426861e-14	13.7750892126045	Unchanged	ns	0.54	0.267606240177031	Methylation	MSI
LINC01116	COAD	0.262935562967589	0.00235389957545648	2.62821206942607	Underexpression	****	2e-20	19.698970004336	Methylation	MSI
LINC01116	STAD	0.227672921286544	0.000434361420008034	3.36214875575276	Overexpression	****	2.4e-10	9.61978875828839	Methylation	MSI
LINC01116	PCPG	-0.315513942675561	0.00913580478329689	2.03925318913793	Unchanged	ns	0.24	0.619788758288394	Methylation	MSI
LINC01121	PAAD	-0.265076263310576	0.00955304018003631	2.01985839561012	Overexpression	****	8.8e-13	12.0555173278498	Methylation	MSI
LINC01121	KIRP	0.206947832359085	0.00955304018003631	2.01985839561012	Underexpression	*	0.026	1.58502665202918	Methylation	MSI
LINC01121	KIRC	0.20666385066213	0.0104149996048736	1.98234074219259	Underexpression	*	0.017	1.76955107862173	Methylation	MSI
LINC01124	COAD	0.212787815786726	0.0422099414904749	1.37458524984468	Overexpression	****	1.5e-64	63.8239087409443	Methylation	MSI
LINC01126	PAAD	0.705771273752965	2.00001507526687e-25	24.6989667307957	Underexpression	****	2.5e-05	4.60205999132796	Methylation	MSI
LINC01128	BLCA	-0.197823461991784	0.00218469201613284	2.66060977842884	Underexpression	****	2.9e-05	4.53760200210104	Methylation	MSI
LINC01128	LUAD	-0.173539020785022	0.00525949509620503	2.27905594547684	Underexpression	****	1e-45	45	Methylation	MSI
LINC01128	PAAD	-0.40372630593564	1.20514597688051e-06	5.91896034469578	Overexpression	***	0.00029	3.53760200210104	Methylation	MSI
LINC01128	PCPG	-0.25264768334925	0.0138438678458069	1.85874255515303	Unchanged	ns	0.41	0.387216143280265	Methylation	MSI
LINC01132	LUAD	0.147718114198085	0.0411096133589881	1.3860566077939	Overexpression	****	5.2e-74	73.2839966563652	Methylation	MSI
LINC01132	STAD	-0.201467034650303	0.000175918017267259	3.75468967845593	Overexpression	****	3.3e-50	49.4814860601221	Methylation	MSI
LINC01132	PCPG	0.329252407857278	0.0411096133589881	1.3860566077939	Unchanged	ns	0.066	1.18045606445813	Methylation	MSI
LINC01134	BRCA	-0.130918443819482	0.00104204462117946	2.98211368380319	Overexpression	*	0.013	1.88605664769316	Methylation	MSI
LINC01134	BLCA	-0.20603847946597	0.0116330085732329	1.93430795184257	Overexpression	**	0.0026	2.58502665202918	Methylation	MSI
LINC01134	LUAD	-0.327308397279855	4.1429565608649e-11	10.3826896202802	Overexpression	****	5.2e-16	15.2839966563652	Methylation	MSI
LINC01134	PAAD	-0.329676159141409	0.000264737938042385	3.57718381804189	Overexpression	****	1.1e-13	12.9586073148418	Methylation	MSI
LINC01134	PCPG	-0.236596070403759	0.028909401495069	1.53896089933867	Unchanged	ns	0.35	0.455931955649724	Methylation	MSI
LINC01138	PCPG	-0.316682204389441	0.000402913496728566	3.39478818444442	Unchanged	ns	0.93	0.0315170514460649	Methylation	MSI
LINC01139	BRCA	-0.13291731853386	0.00168596084433447	2.77315251588384	Unchanged	ns	0.073	1.13667713987954	Methylation	MSI
LINC01139	BLCA	-0.200930625041098	0.0100294169550911	1.99872431329529	Underexpression	*	0.018	1.74472749489669	Methylation	MSI
LINC01139	LUAD	-0.314997367848469	0.0189389825737897	1.72264335555753	Unchanged	ns	0.78	0.10790539730952	Methylation	MSI
LINC01139	KIRP	-0.194124697940662	2.97726223433988e-10	9.52618291143621	Unchanged	ns	0.19	0.721246399047171	Methylation	MSI
LINC01140	COAD	0.317781912122431	5.35522431759412e-05	4.27122233288947	Underexpression	****	2.2e-80	79.6575773191778	Methylation	MSI
LINC01140	PCPG	-0.232364628534916	0.0389942733801824	1.40899916789654	Unchanged	ns	0.39	0.408935392973501	Methylation	MSI
LINC01140	SKCM	0.403433259070987	0.000299823151504536	3.52313483518866	Underexpression	****	9.9e-74	73.0043648054024	Methylation	MSI
LINC01194	COAD	0.211836802465472	7.41630749045319e-05	4.12981227203527	Underexpression	****	8.3e-05	4.08092190762393	Methylation	MSI
LINC01194	BLCA	-0.235630174388994	0.0385177739135818	1.41433882032694	Underexpression	**	0.0014	2.85387196432176	Methylation	MSI
LINC01194	LUAD	-0.145707278585203	0.0410053607188912	1.38715936331816	Underexpression	****	1.6e-27	26.7958800173441	Methylation	MSI
LINC01194	PAAD	-0.312166448387997	0.000791938169160676	3.10130872477487	Unchanged	ns	0.27	0.568636235841013	Methylation	MSI
LINC01194	PCPG	-0.273905743396738	0.00472669285389583	2.32544261775041	Unchanged	ns	0.93	0.0315170514460649	Methylation	MSI
LINC01210	STAD	0.321502552958706	2.12860387271825e-06	5.67190515204186	Underexpression	****	7.7e-24	23.1135092748275	Methylation	MSI
LINC01210	KIRP	0.308862722819781	1.04243094757891e-05	4.98195270381577	Unchanged	ns	0.73	0.136677139879544	Methylation	MSI
LINC01232	LUSC	-0.223914938524041	0.00308484106397276	2.51076720661217	Overexpression	****	5e-96	95.301029995664	Methylation	MSI
LINC01234	BRCA	-0.144322601544352	0.0164917023354598	1.78273451253391	Unchanged	ns	0.32	0.494850021680094	Methylation	MSI
LINC01234	BLCA	-0.168946527229809	0.00279624856674938	2.55342422549808	Overexpression	****	1.2e-06	5.92081875395237	Methylation	MSI
LINC01234	LUAD	-0.444589850174428	0.00227063245115435	2.64385315963938	Overexpression	****	3.4e-13	12.4685210829577	Methylation	MSI
LINC01234	LUSC	-0.191011397513086	1.9814421181961e-21	20.7030186097367	Overexpression	****	5.4e-92	91.267606240177	Methylation	MSI
LINC01234	PAAD	-0.405862098979392	0.019890469235587	1.70135497132391	Overexpression	****	2.2e-09	8.65757731917779	Methylation	MSI
LINC01234	PCPG	-0.375694304292785	9.65152893110433e-07	6.01540388315928	Overexpression	*	0.011	1.95860731484178	Methylation	MSI
LINC01234	CESC	-0.218858641511811	5.38621245723651e-06	5.26871651999512	Unchanged	ns	0.27	0.568636235841013	Methylation	MSI
LINC01270	LUAD	0.153968559081251	0.00155765493139894	2.80752874562851	Overexpression	****	2.2e-09	8.65757731917779	Methylation	MSI
LINC01270	ESCA	-0.287116258480538	0.0259733649037749	1.58547178296691	Overexpression	****	3.5e-36	35.4559319556497	Methylation	MSI
LINC01278	BRCA	-0.135295470187291	0.00865747001799381	2.06260900379726	Underexpression	****	4.1e-07	6.38721614328026	Methylation	MSI
LINC01278	STAD	0.215843392872089	0.0190705469894346	1.7196368501587	Unchanged	ns	0.12	0.920818753952375	Methylation	MSI
LINC01291	COAD	0.500406583040676	1.79259310643383e-13	12.7465182780254	Overexpression	****	9.6e-08	7.01772876696043	Methylation	MSI
LINC01291	KIRP	0.186651846994008	0.0313312684629947	1.50402202212029	Unchanged	ns	0.79	0.102372908709559	Methylation	MSI
LINC01291	SKCM	0.417188621598136	0.000140680083271406	3.85176738328727	Overexpression	****	5.6e-87	86.2518119729938	Methylation	MSI
LINC01296	LUAD	-0.216908389252243	9.42999326765199e-05	4.02548861731809	Overexpression	****	2.6e-57	56.5850266520292	Methylation	MSI
LINC01296	PAAD	-0.420856152855173	2.79838894409439e-07	6.55309192367739	Overexpression	****	8.1e-23	22.0915149811213	Methylation	MSI
LINC01296	UCEC	-0.840928723783638	0.0248217826541005	1.60516703149814	Overexpression	****	6.3e-16	15.2006594505464	Methylation	MSI
LINC01297	BLCA	-0.187141405527618	0.00446273846600033	2.35039856377588	Overexpression	**	0.0026	2.58502665202918	Methylation	MSI
LINC01297	LUAD	-0.265965575101976	0.000210285552854005	3.67719056341121	Underexpression	****	5.6e-08	7.2518119729938	Methylation	MSI
LINC01297	PAAD	-0.481527386922094	3.10688365098552e-07	6.50767501024071	Underexpression	****	2.2e-07	6.65757731917779	Methylation	MSI
LINC01297	KIRP	0.257436066333985	7.84814634434879e-10	9.1052329072654	Unchanged	ns	0.43	0.366531544420413	Methylation	MSI
LINC01297	PCPG	-0.287846446058079	0.00204691213272202	2.68890079978645	Unchanged	ns	0.31	0.508638306165727	Methylation	MSI
LINC01305	BRCA	0.126483401570217	0.00703664134784202	2.15263458406179	Underexpression	****	6.3e-94	93.2006594505464	Methylation	MSI
LINC01305	COAD	0.347757440733548	0.0160567907668113	1.7943412518057	Underexpression	****	1.7e-08	7.76955107862173	Methylation	MSI
LINC01305	BLCA	0.181246781410475	0.0289098554940574	1.53895407914533	Unchanged	ns	0.77	0.113509274827518	Methylation	MSI
LINC01305	HNSC	0.127599101568693	4.26234480819122e-06	5.37035142035679	Overexpression	****	2.2e-08	7.65757731917779	Methylation	MSI
LINC01305	LUSC	0.36829485888772	0.0497619677933111	1.30310245418382	Overexpression	****	7.3e-60	59.1366771398795	Methylation	MSI
LINC01305	STAD	0.36721191322113	0.0207800239853542	1.68235395549391	Underexpression	****	2e-06	5.69897000433602	Methylation	MSI
LINC01305	KIRP	0.244959170129896	0.000543673473729023	3.26466185606238	Unchanged	ns	0.25	0.602059991327962	Methylation	MSI
LINC01305	KIRC	0.188635768011098	0.0289098554940574	1.53895407914533	Underexpression	****	2.3e-06	5.63827216398241	Methylation	MSI
LINC01305	SKCM	0.313047154297986	2.96347701729545e-09	8.52819843650341	Underexpression	****	2.2e-126	125.657577319178	Methylation	MSI
LINC01305	CESC	-0.176150340046834	0.0160567907668113	1.7943412518057	Overexpression	****	1.4e-06	5.85387196432176	Methylation	MSI
LINC01305	LGG	0.135824105500492	1.43094333902653e-07	6.84437756263107	Underexpression	****	3.2e-52	51.4948500216801	Methylation	MSI
LINC01315	COAD	0.360095229713214	1.58381271246917e-06	5.80029617549282	Overexpression	****	8e-21	20.0969100130081	Methylation	MSI
LINC01315	READ	0.503031610759918	0.000147146678901138	3.83224953547525	Overexpression	****	1.1e-15	14.9586073148418	Methylation	MSI
LINC01347	PAAD	-0.337944873446483	0.000161066981763144	3.79299347949238	Underexpression	****	1.1e-05	4.95860731484177	Methylation	MSI
LINC01385	COAD	0.445011536808716	0.0314861760984702	1.50188007992151	Underexpression	****	3.6e-13	12.4436974992327	Methylation	MSI
LINC01385	CESC	-0.181489000840221	2.41011141625405e-10	9.6179628801032	Overexpression	**	0.0025	2.60205999132796	Methylation	MSI
LINC01393	PAAD	-0.294208133709809	0.00227354307016093	2.64329681407552	Overexpression	****	4.9e-28	27.3098039199715	Methylation	MSI
LINC01393	PCPG	-0.291736066334328	0.00187526042043597	2.72693841257369	Unchanged	ns	0.052	1.2839966563652	Methylation	MSI
LINC01410	LUAD	-0.1628880563082	3.24945321128975e-05	4.48818971203588	Underexpression	****	4.2e-65	64.3767507096021	Methylation	MSI
LINC01410	LUSC	0.200982097819579	0.0132795825851893	1.87681557585641	Underexpression	****	4.8e-07	6.31875876262441	Methylation	MSI
LINC01410	PAAD	0.244491322872255	0.0132795825851893	1.87681557585641	Overexpression	****	3.3e-23	22.4814860601221	Methylation	MSI
LINC01410	KIRP	0.280203116429208	0.0280705931428251	1.55174841045305	Overexpression	****	8.4e-07	6.07572071393812	Methylation	MSI
LINC01446	BLCA	-0.25783261229577	6.78614725935695e-06	5.16837672040086	Unchanged	ns	0.085	1.07058107428571	Methylation	MSI
LINC01446	LUAD	-0.252631545400606	1.65993368379441e-06	5.77990926216323	Underexpression	****	5.8e-09	8.23657200643706	Methylation	MSI
LINC01446	PAAD	-0.641940298351504	1.19726812493662e-19	18.9218085796348	Underexpression	*	0.033	1.48148606012211	Methylation	MSI
LINC01446	SKCM	-0.357756597383062	0.00267732116545996	2.57229952869322	Overexpression	****	2.8e-89	88.5528419686578	Methylation	MSI
LINC01485	COAD	0.292443267852138	0.000346308940364211	3.4605362964935	Overexpression	****	1.4e-13	12.8538719643218	Methylation	MSI
LINC01485	PRAD	-0.172103084225433	0.00159866855167552	2.79624156821083	Underexpression	****	2.3e-16	15.6382721639824	Methylation	MSI
LINC01494	COAD	0.386366267040984	1.35429956459225e-07	6.86828526116072	Underexpression	**	0.0028	2.55284196865778	Methylation	MSI
LINC01494	SKCM	-0.363469312998497	0.00225389783693738	2.64706577323219	Underexpression	*	0.015	1.82390874094432	Methylation	MSI
LINC01503	LUAD	0.171274310466845	0.0066514852190334	2.17708136967264	Underexpression	****	3.1e-08	7.50863830616573	Methylation	MSI
LINC01503	PCPG	-0.304024139828097	0.000894661680965896	3.04834116341835	Unchanged	ns	0.052	1.2839966563652	Methylation	MSI
LINC01535	BLCA	-0.193782342946507	0.00290398096818511	2.53700623419759	Unchanged	ns	0.18	0.744727494896694	Methylation	MSI
LINC01535	LUAD	-0.159492126499841	0.000931816092923792	3.03066979334299	Overexpression	***	0.00013	3.88605664769316	Methylation	MSI
LINC01535	STAD	0.300769110770653	0.01551137295432	1.80934975988493	Unchanged	ns	0.76	0.119186407719209	Methylation	MSI
